country,year,n_news,n_images_people,male_total,female_total,people_total,female_ratio,v2x_polyarchy,v2x_libdem,v2x_egaldem,v2fsuffrage,v2lgqugen,v2lgfemleg,v2x_civlib,v2x_clpol,v2x_clphy
KOR,2023,366,545,3203,670,3873,0.1729925122643945,0.733,0.63,0.624,100.0,3.0,19.06,0.884,0.801,0.965
KOR,2024,313,369,2227,471,2698,0.1745737583395107,0.729,0.631,0.621,100.0,3.0,20.0,0.837,0.809,0.815
KWT,2023,189,189,949,168,1117,0.1504028648164727,0.316,0.302,0.241,100.0,0.0,3.08,0.568,0.415,0.74
KWT,2024,100,100,492,126,618,0.203883495145631,0.292,0.266,0.233,100.0,0.0,2.0,0.548,0.402,0.74
LBR,2011,9,9,16,8,24,0.3333333333333333,0.645,0.489,0.4,100.0,1.0,10.96,0.868,0.911,0.839
LBR,2012,24,24,18,14,32,0.4375,0.64,0.479,0.394,100.0,0.0,10.96,0.866,0.911,0.839
LBR,2013,64,64,121,30,151,0.1986754966887417,0.613,0.457,0.387,100.0,0.0,10.96,0.843,0.887,0.787
LBR,2014,180,180,532,97,629,0.1542130365659777,0.61,0.452,0.383,100.0,1.0,10.96,0.841,0.879,0.787
LBR,2015,200,200,370,125,495,0.2525252525252525,0.609,0.451,0.385,100.0,1.0,10.96,0.838,0.875,0.787
LBR,2016,222,222,418,159,577,0.2755632582322357,0.616,0.456,0.388,100.0,1.0,12.33,0.837,0.885,0.769
LBR,2017,189,189,411,123,534,0.2303370786516854,0.617,0.46,0.387,100.0,1.0,12.33,0.863,0.896,0.836
LBR,2018,179,179,534,39,573,0.0680628272251308,0.619,0.429,0.396,100.0,1.0,12.33,0.847,0.873,0.837
LBR,2019,148,148,397,27,424,0.0636792452830188,0.621,0.408,0.395,100.0,1.0,12.33,0.828,0.879,0.77
LBR,2020,112,112,229,19,248,0.0766129032258064,0.634,0.419,0.398,100.0,1.0,10.96,0.849,0.889,0.831
LBR,2021,72,72,184,18,202,0.0891089108910891,0.612,0.407,0.383,100.0,1.0,10.96,0.839,0.864,0.831
LBR,2022,9,10,15,3,18,0.1666666666666666,0.614,0.407,0.388,100.0,1.0,11.0,0.839,0.864,0.831
LBR,2023,13,13,30,4,34,0.1176470588235294,0.623,0.423,0.391,100.0,1.0,10.96,0.839,0.864,0.831
LBR,2024,121,123,325,70,395,0.1772151898734177,0.613,0.404,0.385,100.0,1.0,11.0,0.839,0.864,0.831
LKA,2015,1,1,2,0,2,0.0,0.545,0.395,0.36,100.0,0.0,5.78,0.736,0.747,0.694
LKA,2016,1,1,2,0,2,0.0,0.587,0.442,0.392,100.0,0.0,5.78,0.789,0.811,0.758
LKA,2018,1,4,44,4,48,0.0833333333333333,0.607,0.479,0.406,100.0,0.0,5.33,0.838,0.862,0.811
LKA,2019,6,10,66,9,75,0.12,0.558,0.43,0.387,100.0,0.0,5.33,0.785,0.775,0.765
LKA,2020,10,15,70,15,85,0.1764705882352941,0.578,0.368,0.386,100.0,0.0,5.38,0.671,0.685,0.566
LKA,2021,7,15,59,18,77,0.2337662337662337,0.57,0.388,0.375,100.0,0.0,5.38,0.648,0.675,0.543
LKA,2023,7,31,151,31,182,0.1703296703296703,0.574,0.413,0.388,100.0,0.0,5.33,0.731,0.721,0.684
LKA,2024,1,4,12,6,18,0.3333333333333333,0.664,0.486,0.472,100.0,0.0,5.3,0.798,0.834,0.805
LSO,2023,40,55,302,73,375,0.1946666666666666,0.675,0.529,0.515,100.0,1.0,26.45,0.807,0.853,0.746
LSO,2024,47,47,245,40,285,0.1403508771929824,0.658,0.516,0.509,100.0,1.0,25.0,0.789,0.847,0.707
LTU,2020,11,11,19,14,33,0.4242424242424242,0.807,0.75,0.706,100.0,0.0,27.66,0.924,0.901,0.976
LTU,2021,183,183,301,205,506,0.4051383399209486,0.799,0.739,0.695,100.0,0.0,27.66,0.908,0.901,0.954
LTU,2022,169,169,585,239,824,0.2900485436893203,0.799,0.741,0.695,100.0,0.0,28.37,0.915,0.901,0.954
LTU,2023,134,134,396,207,603,0.3432835820895522,0.788,0.726,0.688,100.0,0.0,28.37,0.912,0.886,0.954
LTU,2024,132,143,455,223,678,0.3289085545722713,0.799,0.734,0.698,100.0,0.0,29.3,0.914,0.901,0.954
LUX,2018,2,35,317,80,397,0.2015113350125944,0.876,0.795,0.825,100.0,0.0,28.3,0.949,0.959,0.96
LUX,2019,3,61,707,170,877,0.193842645381984,0.876,0.795,0.826,100.0,0.0,30.0,0.947,0.958,0.96
LUX,2020,9,38,275,16,291,0.0549828178694158,0.876,0.788,0.811,100.0,0.0,31.67,0.922,0.958,0.96
LUX,2021,1,2,2,2,4,0.5,0.876,0.788,0.814,100.0,0.0,35.0,0.924,0.958,0.96
LUX,2022,19,355,2273,499,2772,0.18001443001443,0.876,0.792,0.815,100.0,0.0,35.0,0.948,0.958,0.96
LUX,2023,20,258,1431,249,1680,0.1482142857142857,0.874,0.794,0.81,100.0,0.0,35.0,0.947,0.958,0.96
LUX,2024,48,570,3837,824,4661,0.1767860974039905,0.867,0.783,0.804,100.0,0.0,33.3,0.947,0.958,0.96
LVA,2015,1,1,8,5,13,0.3846153846153846,0.842,0.756,0.733,100.0,0.0,18.0,0.949,0.958,0.959
LVA,2016,86,86,576,59,635,0.0929133858267716,0.841,0.749,0.728,100.0,0.0,16.0,0.932,0.957,0.934
LVA,2017,43,43,191,11,202,0.0544554455445544,0.835,0.746,0.726,100.0,0.0,16.0,0.933,0.948,0.929
LVA,2018,58,60,305,56,361,0.1551246537396121,0.834,0.745,0.731,100.0,0.0,31.0,0.937,0.956,0.929
LVA,2019,43,48,188,26,214,0.1214953271028037,0.835,0.746,0.73,100.0,0.0,30.0,0.944,0.961,0.949
LVA,2020,229,419,1498,326,1824,0.1787280701754386,0.827,0.739,0.711,100.0,0.0,29.0,0.948,0.954,0.963
LVA,2021,260,333,1050,214,1264,0.1693037974683544,0.832,0.744,0.717,100.0,0.0,29.0,0.945,0.951,0.963
LVA,2022,289,309,1441,517,1958,0.2640449438202247,0.83,0.743,0.713,100.0,0.0,29.0,0.941,0.938,0.963
LVA,2023,326,455,2214,865,3079,0.2809353686261773,0.847,0.765,0.736,100.0,0.0,32.0,0.921,0.941,0.916
LVA,2024,406,602,2807,1177,3984,0.2954317269076305,0.838,0.765,0.728,100.0,0.0,32.0,0.939,0.942,0.963
MAR,2020,501,519,1336,160,1496,0.106951871657754,0.256,0.232,0.192,100.0,4.0,20.51,0.612,0.523,0.755
MAR,2021,358,369,867,95,962,0.0987525987525987,0.262,0.235,0.204,100.0,4.0,22.78,0.622,0.562,0.755
MAR,2022,432,449,1290,157,1447,0.1085003455425017,0.262,0.246,0.204,100.0,4.0,24.3,0.626,0.569,0.755
MAR,2023,392,401,1114,147,1261,0.1165741475019825,0.262,0.248,0.205,100.0,4.0,24.3,0.626,0.569,0.755
MAR,2024,273,278,714,100,814,0.1228501228501228,0.263,0.247,0.201,100.0,4.0,24.3,0.624,0.569,0.755
MDA,2014,6,62,428,47,475,0.0989473684210526,0.617,0.518,0.464,100.0,0.0,20.79,0.806,0.816,0.763
MDA,2015,68,653,2748,459,3207,0.1431244153414406,0.566,0.474,0.428,100.0,0.0,21.78,0.815,0.768,0.825
MDA,2016,100,1336,6375,1087,7462,0.1456714017689627,0.525,0.43,0.395,100.0,0.0,22.77,0.805,0.744,0.825
MDA,2017,113,1625,7820,1597,9417,0.1695869172772645,0.505,0.397,0.372,100.0,0.0,22.77,0.788,0.736,0.774
MDA,2018,125,1658,7685,1538,9223,0.1667570204922476,0.504,0.393,0.367,100.0,0.0,22.77,0.808,0.742,0.829
MDA,2019,144,1196,5532,1358,6890,0.1970972423802612,0.58,0.441,0.423,100.0,3.0,24.75,0.84,0.833,0.829
MDA,2020,470,4422,18095,2934,21029,0.1395216130106044,0.651,0.526,0.496,100.0,3.0,24.75,0.827,0.87,0.829
MDA,2021,472,2674,9734,2257,11991,0.1882245017096155,0.755,0.624,0.597,100.0,3.0,39.6,0.866,0.914,0.857
MDA,2022,619,6276,27706,9523,37229,0.2557952134089016,0.763,0.652,0.609,100.0,3.0,38.61,0.908,0.903,0.936
MDA,2023,279,2841,13291,4172,17463,0.2389051136688999,0.709,0.609,0.565,100.0,3.0,38.61,0.902,0.889,0.936
MDA,2024,437,3535,17447,5326,22773,0.2338734466253897,0.632,0.518,0.504,100.0,3.0,40.8,0.868,0.84,0.888
MDG,2021,4,6,42,10,52,0.1923076923076923,0.494,0.254,0.214,100.0,0.0,17.88,0.745,0.807,0.691
MDG,2022,102,149,1211,238,1449,0.1642512077294686,0.497,0.254,0.213,100.0,0.0,18.5,0.745,0.806,0.691
MDG,2023,76,102,743,151,894,0.168903803131991,0.479,0.24,0.207,100.0,0.0,18.54,0.723,0.805,0.623
MDG,2024,133,139,730,246,976,0.2520491803278688,0.417,0.221,0.183,100.0,0.0,16.0,0.707,0.803,0.584
MDV,2009,240,242,1225,121,1346,0.0898959881129271,0.603,0.4,0.43,100.0,0.0,6.49,0.734,0.837,0.831
MDV,2010,358,360,1851,231,2082,0.1109510086455331,0.596,0.393,0.422,100.0,0.0,6.49,0.72,0.822,0.806
MDV,2011,549,996,5318,863,6181,0.1396214204821226,0.597,0.393,0.436,100.0,0.0,6.49,0.722,0.822,0.806
MDV,2012,662,1100,5539,836,6375,0.1311372549019608,0.537,0.33,0.399,100.0,0.0,6.49,0.621,0.693,0.629
MDV,2013,518,845,3385,627,4012,0.1562811565304087,0.45,0.237,0.298,100.0,0.0,6.49,0.538,0.58,0.522
MDV,2014,537,884,3746,762,4508,0.1690328305235137,0.402,0.208,0.271,100.0,0.0,5.88,0.543,0.574,0.537
MDV,2015,368,631,2813,654,3467,0.1886357081049899,0.374,0.187,0.233,100.0,0.0,5.88,0.528,0.536,0.566
MDV,2016,311,555,2980,644,3624,0.1777041942604856,0.362,0.182,0.245,100.0,0.0,5.88,0.505,0.497,0.566
MDV,2017,356,625,3552,682,4234,0.161076995748701,0.354,0.175,0.25,100.0,0.0,5.88,0.482,0.456,0.546
MDV,2018,420,489,2876,601,3477,0.1728501581823411,0.386,0.192,0.266,100.0,0.0,4.71,0.523,0.516,0.547
MDV,2019,856,1707,9727,1882,11609,0.1621155999655439,0.568,0.408,0.395,100.0,0.0,4.6,0.726,0.788,0.846
MDV,2020,363,575,2780,446,3226,0.1382517048977061,0.573,0.425,0.4,100.0,0.0,4.6,0.736,0.795,0.859
MDV,2021,560,1238,5860,959,6819,0.1406364569584983,0.577,0.423,0.403,100.0,0.0,4.6,0.719,0.768,0.859
MDV,2022,625,1460,7390,1503,8893,0.1690093331834026,0.58,0.431,0.376,100.0,0.0,4.6,0.718,0.774,0.881
MDV,2023,652,1280,5719,1125,6844,0.1643775569842197,0.591,0.448,0.384,100.0,0.0,4.6,0.737,0.785,0.895
MDV,2024,1074,2301,9835,2273,12108,0.1877271225635943,0.564,0.423,0.365,100.0,0.0,3.2,0.745,0.753,0.896
MEX,2015,3,5,29,4,33,0.1212121212121212,0.639,0.433,0.333,100.0,3.0,42.37,0.692,0.791,0.518
MEX,2016,1,3,27,6,33,0.1818181818181818,0.64,0.433,0.333,100.0,3.0,42.37,0.689,0.789,0.518
MEX,2017,164,481,2929,563,3492,0.161225658648339,0.635,0.439,0.331,100.0,3.0,42.6,0.702,0.795,0.518
MEX,2018,181,327,2116,384,2500,0.1536,0.675,0.455,0.371,100.0,3.0,48.2,0.724,0.833,0.518
MEX,2019,974,1712,9599,2084,11683,0.1783788410510998,0.685,0.434,0.395,100.0,3.0,48.2,0.712,0.822,0.499
MEX,2020,282,663,3481,706,4187,0.1686171483162168,0.663,0.406,0.371,100.0,3.0,48.2,0.698,0.78,0.499
MEX,2021,668,2701,13220,2701,15921,0.1696501476037937,0.618,0.37,0.332,100.0,3.0,50.1,0.677,0.725,0.513
MEX,2022,707,3202,17760,4284,22044,0.1943385955362003,0.586,0.334,0.315,100.0,3.0,50.0,0.666,0.702,0.513
MEX,2023,514,3010,16925,5636,22561,0.2498116218252737,0.549,0.307,0.297,100.0,3.0,50.0,0.673,0.687,0.513
MEX,2024,469,2142,11319,4923,16242,0.3031030661248615,0.505,0.251,0.268,100.0,3.0,50.0,0.598,0.659,0.417
MKD,2019,1,1,4,0,4,0.0,0.606,0.414,0.416,100.0,3.0,39.17,0.835,0.818,0.885
MKD,2020,125,146,487,118,605,0.1950413223140495,0.601,0.404,0.414,100.0,3.0,39.17,0.818,0.815,0.852
MKD,2021,200,328,1257,296,1553,0.1905988409529942,0.587,0.389,0.394,100.0,3.0,40.0,0.822,0.814,0.87
MKD,2022,260,389,1998,545,2543,0.2143138025953598,0.562,0.375,0.373,100.0,3.0,41.7,0.793,0.775,0.813
MKD,2023,245,375,1964,577,2541,0.2270759543486816,0.568,0.366,0.372,100.0,3.0,42.5,0.807,0.788,0.82
MKD,2024,238,312,1204,306,1510,0.2026490066225165,0.563,0.374,0.369,100.0,3.0,39.2,0.803,0.787,0.82
MNE,2012,1,1,1,2,3,0.6666666666666666,0.502,0.404,0.398,100.0,3.0,17.28,0.841,0.775,0.872
MNE,2013,1,2,6,4,10,0.4,0.476,0.379,0.377,100.0,3.0,14.81,0.857,0.789,0.889
MNE,2014,5,11,66,12,78,0.1538461538461538,0.466,0.372,0.371,100.0,3.0,17.28,0.857,0.789,0.889
MNE,2015,6,8,31,10,41,0.2439024390243902,0.466,0.375,0.374,100.0,3.0,17.28,0.857,0.789,0.889
MNE,2016,25,32,189,44,233,0.1888412017167382,0.464,0.369,0.373,100.0,3.0,23.46,0.848,0.789,0.889
MNE,2017,255,517,3087,811,3898,0.2080554130323242,0.454,0.359,0.365,100.0,3.0,23.46,0.847,0.782,0.889
MNE,2018,447,1122,7400,1934,9334,0.2071994857510178,0.463,0.36,0.375,100.0,3.0,23.46,0.828,0.786,0.851
MNE,2019,259,637,4114,1249,5363,0.2328920380384113,0.461,0.359,0.361,100.0,3.0,23.46,0.83,0.807,0.851
MNE,2020,38,64,304,164,468,0.3504273504273504,0.479,0.378,0.397,100.0,3.0,24.69,0.786,0.816,0.868
MNE,2021,453,571,2540,583,3123,0.1866794748639129,0.519,0.417,0.426,100.0,3.0,24.69,0.859,0.872,0.933
MNE,2022,255,303,1650,403,2053,0.1962981003409644,0.515,0.415,0.415,100.0,3.0,28.4,0.883,0.863,0.933
MNE,2023,206,258,1782,409,2191,0.1866727521679598,0.587,0.471,0.465,100.0,3.0,20.99,0.896,0.879,0.957
MNE,2024,428,613,3223,878,4101,0.2140941233845403,0.615,0.478,0.481,100.0,3.0,27.2,0.896,0.879,0.957
MNG,2015,2,3,1,3,4,0.75,0.681,0.551,0.526,100.0,3.0,14.86,0.896,0.906,0.9
MNG,2021,152,273,1044,223,1267,0.176006314127861,0.613,0.492,0.431,100.0,3.0,17.33,0.853,0.841,0.925
MNG,2022,140,285,1263,386,1649,0.2340812613705276,0.573,0.458,0.393,100.0,3.0,17.1,0.842,0.793,0.925
MNG,2023,153,408,2015,705,2720,0.2591911764705882,0.533,0.421,0.359,100.0,3.0,17.11,0.825,0.75,0.925
MNG,2024,189,543,2655,861,3516,0.2448805460750853,0.496,0.389,0.353,100.0,3.0,25.4,0.788,0.698,0.877
MOZ,2024,45,45,252,27,279,0.0967741935483871,0.304,0.171,0.2,100.0,0.0,43.2,0.48,0.508,0.321
MRT,2019,2,2,3,0,3,0.0,0.404,0.186,0.18,100.0,4.0,20.26,0.648,0.674,0.77
MRT,2020,69,69,569,32,601,0.0532445923460898,0.392,0.207,0.177,100.0,4.0,20.26,0.631,0.628,0.695
MRT,2021,199,200,1396,114,1510,0.0754966887417218,0.394,0.195,0.169,100.0,4.0,20.26,0.579,0.631,0.601
MRT,2022,323,400,2693,309,3002,0.1029313790806129,0.397,0.192,0.177,100.0,4.0,20.3,0.607,0.637,0.684
MRT,2023,346,348,2299,206,2505,0.0822355289421157,0.366,0.181,0.168,100.0,4.0,23.3,0.62,0.616,0.767
MRT,2024,72,72,556,74,630,0.1174603174603174,0.333,0.135,0.153,100.0,4.0,23.3,0.529,0.543,0.638
NER,2021,7,10,71,18,89,0.2022471910112359,0.518,0.398,0.35,100.0,4.0,25.9,0.786,0.827,0.838
NER,2022,13,15,90,13,103,0.1262135922330097,0.503,0.386,0.345,100.0,4.0,30.72,0.805,0.836,0.869
NER,2023,1,1,2,0,2,0.0,0.387,0.285,0.285,0.0,4.0,,0.774,0.874,0.707
NER,2024,8,8,56,3,59,0.0508474576271186,0.24,0.18,0.221,0.0,4.0,,0.767,0.831,0.683
NGA,2022,78,78,296,56,352,0.1590909090909091,0.492,0.318,0.272,100.0,0.0,3.6,0.651,0.842,0.325
NGA,2023,195,195,847,183,1030,0.1776699029126213,0.49,0.314,0.285,100.0,0.0,3.91,0.671,0.846,0.317
NGA,2024,91,91,351,84,435,0.193103448275862,0.502,0.315,0.295,100.0,0.0,3.9,0.68,0.865,0.355
NLD,2011,5,7,29,1,30,0.0333333333333333,0.874,0.828,0.803,100.0,0.0,40.67,0.945,0.939,0.977
NLD,2012,57,60,264,43,307,0.1400651465798045,0.871,0.825,0.8,100.0,0.0,38.67,0.941,0.933,0.977
NLD,2013,52,59,204,56,260,0.2153846153846154,0.876,0.829,0.803,100.0,0.0,38.67,0.943,0.937,0.977
NLD,2014,29,37,188,20,208,0.0961538461538461,0.88,0.832,0.806,100.0,0.0,37.33,0.941,0.941,0.977
NLD,2015,41,53,166,32,198,0.1616161616161616,0.88,0.832,0.805,100.0,0.0,37.33,0.939,0.941,0.977
NLD,2016,21,21,91,15,106,0.1415094339622641,0.88,0.832,0.805,100.0,0.0,38.0,0.939,0.941,0.977
NLD,2017,25,31,144,16,160,0.1,0.879,0.835,0.809,100.0,0.0,36.0,0.944,0.942,0.977
NLD,2018,24,24,116,34,150,0.2266666666666666,0.878,0.831,0.8,100.0,0.0,31.33,0.943,0.942,0.977
NLD,2019,22,87,469,246,715,0.344055944055944,0.861,0.814,0.773,100.0,0.0,33.33,0.936,0.925,0.977
NLD,2020,27,81,201,70,271,0.2583025830258302,0.857,0.806,0.768,100.0,0.0,33.33,0.931,0.923,0.977
NLD,2021,108,279,1244,359,1603,0.2239550842170929,0.863,0.81,0.783,100.0,0.0,39.33,0.929,0.933,0.977
NLD,2022,126,311,1599,586,2185,0.2681922196796338,0.852,0.797,0.762,100.0,0.0,40.7,0.927,0.925,0.977
NLD,2023,99,276,1131,326,1457,0.2237474262182567,0.843,0.79,0.749,100.0,0.0,40.67,0.92,0.912,0.977
NLD,2024,29,45,182,98,280,0.35,0.822,0.761,0.729,100.0,0.0,38.7,0.908,0.877,0.977
NOR,2021,15,21,78,12,90,0.1333333333333333,0.887,0.836,0.839,100.0,0.0,44.97,0.927,0.955,0.986
NOR,2022,85,112,422,104,526,0.1977186311787072,0.886,0.834,0.836,100.0,0.0,46.15,0.939,0.955,0.986
NOR,2023,97,141,648,136,784,0.173469387755102,0.884,0.833,0.835,100.0,0.0,46.15,0.941,0.954,0.986
NOR,2024,104,144,597,156,753,0.2071713147410358,0.884,0.839,0.835,100.0,0.0,44.4,0.941,0.954,0.986
NPL,2016,6,7,31,1,32,0.03125,0.661,0.553,0.437,100.0,3.0,29.58,0.801,0.898,0.787
NPL,2017,38,63,443,85,528,0.1609848484848484,0.658,0.551,0.451,100.0,4.0,32.73,0.822,0.892,0.848
NPL,2018,2,2,3,1,4,0.25,0.632,0.518,0.429,100.0,4.0,32.73,0.797,0.863,0.823
NPL,2019,2,3,10,0,10,0.0,0.601,0.475,0.394,100.0,4.0,32.73,0.769,0.842,0.786
NPL,2020,1,1,2,0,2,0.0,0.598,0.478,0.386,100.0,4.0,32.73,0.765,0.844,0.739
NPL,2024,1,1,7,3,10,0.3,0.669,0.522,0.428,100.0,4.0,33.1,0.761,0.856,0.779
NZL,2002,1,1,1,1,2,0.5,0.881,0.827,0.779,100.0,0.0,29.17,0.963,0.964,0.987
NZL,2004,9,9,31,2,33,0.0606060606060606,0.881,0.828,0.78,100.0,0.0,29.17,0.963,0.964,0.987
NZL,2005,5,5,20,4,24,0.1666666666666666,0.881,0.828,0.779,100.0,0.0,32.23,0.963,0.964,0.987
NZL,2006,37,37,106,17,123,0.1382113821138211,0.881,0.827,0.779,100.0,0.0,32.23,0.963,0.964,0.987
NZL,2007,59,59,203,47,250,0.188,0.881,0.827,0.777,100.0,0.0,33.06,0.963,0.964,0.987
NZL,2008,34,34,96,13,109,0.1192660550458715,0.883,0.829,0.785,100.0,0.0,33.61,0.963,0.964,0.987
NZL,2009,8,10,49,3,52,0.0576923076923076,0.895,0.843,0.794,100.0,0.0,33.61,0.963,0.964,0.987
NZL,2010,17,21,90,13,103,0.1262135922330097,0.896,0.845,0.795,100.0,0.0,33.61,0.963,0.965,0.987
NZL,2011,6,7,18,5,23,0.217391304347826,0.893,0.842,0.793,100.0,0.0,32.23,0.963,0.965,0.987
NZL,2012,18,19,75,11,86,0.127906976744186,0.893,0.841,0.792,100.0,0.0,32.23,0.963,0.965,0.987
NZL,2013,23,24,80,15,95,0.1578947368421052,0.887,0.834,0.784,100.0,0.0,32.23,0.962,0.961,0.987
NZL,2014,17,21,43,11,54,0.2037037037037037,0.886,0.833,0.784,100.0,0.0,31.4,0.962,0.96,0.987
NZL,2015,33,43,105,42,147,0.2857142857142857,0.887,0.835,0.785,100.0,0.0,31.4,0.962,0.96,0.987
NZL,2016,6,13,33,4,37,0.1081081081081081,0.887,0.835,0.785,100.0,0.0,34.17,0.962,0.96,0.987
NZL,2017,13,17,67,21,88,0.2386363636363636,0.884,0.829,0.783,100.0,0.0,38.33,0.962,0.962,0.987
NZL,2018,6,9,50,6,56,0.1071428571428571,0.888,0.835,0.788,100.0,0.0,40.0,0.963,0.965,0.987
NZL,2019,11,11,39,21,60,0.35,0.886,0.835,0.786,100.0,0.0,40.83,0.963,0.964,0.987
NZL,2020,2,2,5,5,10,0.5,0.883,0.829,0.774,100.0,0.0,48.33,0.952,0.962,0.987
NZL,2021,1,1,0,1,1,1.0,0.874,0.817,0.765,100.0,0.0,49.17,0.947,0.95,0.987
NZL,2022,4,4,14,12,26,0.4615384615384615,0.878,0.823,0.766,100.0,0.0,50.0,0.96,0.956,0.987
NZL,2023,2,2,9,4,13,0.3076923076923077,0.878,0.825,0.761,100.0,0.0,45.53,0.958,0.953,0.987
NZL,2024,4,4,21,2,23,0.0869565217391304,0.863,0.809,0.74,100.0,0.0,45.5,0.956,0.945,0.987
OMN,2020,6,6,15,2,17,0.1176470588235294,0.173,0.138,0.185,100.0,0.0,2.33,0.438,0.153,0.72
OMN,2021,183,250,959,258,1217,0.2119967132292522,0.173,0.139,0.183,100.0,0.0,2.33,0.443,0.155,0.72
OMN,2022,290,482,2710,434,3144,0.1380407124681933,0.17,0.137,0.182,100.0,0.0,2.33,0.444,0.163,0.72
OMN,2023,507,1025,5556,873,6429,0.1357909472701819,0.17,0.139,0.177,100.0,0.0,2.33,0.443,0.165,0.72
OMN,2024,315,777,4562,866,5428,0.1595431098010316,0.174,0.14,0.177,100.0,0.0,0.0,0.448,0.171,0.72
PAK,2023,4,4,8,1,9,0.1111111111111111,0.335,0.211,0.12,100.0,4.0,20.47,0.424,0.505,0.336
PAK,2024,1,7,74,6,80,0.075,0.313,0.199,0.114,100.0,4.0,16.2,0.452,0.509,0.344
PAN,2010,185,185,1058,176,1234,0.1426256077795786,0.744,0.562,0.477,100.0,3.0,8.45,0.902,0.881,0.934
PAN,2011,363,363,1950,436,2386,0.1827326068734283,0.744,0.562,0.477,100.0,3.0,8.45,0.902,0.881,0.934
PAN,2012,690,690,3476,831,4307,0.1929417227768748,0.744,0.562,0.477,100.0,3.0,8.45,0.902,0.881,0.934
PAN,2013,633,633,3174,885,4059,0.2180339985218034,0.748,0.551,0.498,100.0,3.0,8.45,0.904,0.886,0.946
PAN,2014,582,582,2876,1029,3905,0.2635083226632522,0.74,0.546,0.493,100.0,3.0,18.31,0.904,0.886,0.946
PAN,2015,667,667,3457,1443,4900,0.2944897959183673,0.756,0.557,0.503,100.0,3.0,18.31,0.908,0.898,0.946
PAN,2016,873,873,4608,1683,6291,0.2675250357653791,0.756,0.557,0.503,100.0,3.0,18.31,0.908,0.898,0.946
PAN,2017,733,733,4066,1775,5841,0.3038863208354734,0.736,0.552,0.482,100.0,3.0,18.31,0.901,0.873,0.946
PAN,2018,716,720,3951,1995,5946,0.3355196770938446,0.728,0.539,0.458,100.0,3.0,18.31,0.875,0.874,0.931
PAN,2019,482,782,4938,2372,7310,0.3244870041039672,0.731,0.537,0.46,100.0,3.0,22.54,0.87,0.872,0.913
PAN,2020,343,913,4405,2145,6550,0.3274809160305343,0.73,0.55,0.453,100.0,3.0,22.54,0.87,0.863,0.913
PAN,2021,635,1156,4952,2351,7303,0.3219224976037245,0.738,0.549,0.46,100.0,3.0,22.54,0.876,0.874,0.924
PAN,2022,986,2026,9025,4981,14006,0.3556333000142796,0.727,0.563,0.454,100.0,3.0,22.5,0.882,0.864,0.937
PAN,2023,1106,3195,15553,8515,24068,0.3537892637527007,0.725,0.567,0.448,100.0,3.0,22.54,0.883,0.863,0.937
PAN,2024,774,2875,14889,7762,22651,0.3426780274601563,0.726,0.584,0.464,100.0,3.0,21.4,0.889,0.877,0.937
PER,2018,979,1298,8725,3111,11836,0.2628421764109496,0.807,0.699,0.521,100.0,3.0,30.0,0.895,0.925,0.911
PER,2019,1576,2159,13628,5125,18753,0.2732896069962139,0.802,0.696,0.516,100.0,3.0,30.0,0.897,0.925,0.911
PER,2020,254,480,2733,842,3575,0.2355244755244755,0.819,0.709,0.523,100.0,3.0,26.15,0.879,0.915,0.907
PER,2021,435,1454,7198,1749,8947,0.1954845199508215,0.77,0.661,0.483,100.0,3.0,40.0,0.874,0.891,0.917
PER,2022,911,4559,24255,8421,32676,0.2577120822622108,0.745,0.634,0.445,100.0,3.0,38.76,0.869,0.879,0.889
PER,2023,1511,8865,51004,20053,71057,0.2822100567150316,0.712,0.585,0.419,100.0,3.0,38.76,0.851,0.841,0.874
PER,2024,2134,12600,69522,29115,98637,0.2951732108640774,0.634,0.493,0.369,100.0,3.0,38.5,0.78,0.734,0.784
PHL,1950,1,1,4,6,10,0.6,0.342,0.259,0.136,60.0,0.0,1.0,0.527,0.637,0.376
PHL,2000,1,1,3,0,3,0.0,0.588,0.444,0.307,100.0,0.0,11.26,0.724,0.848,0.533
PHL,2002,3,4,19,3,22,0.1363636363636363,0.535,0.396,0.278,100.0,0.0,17.76,0.711,0.84,0.497
PHL,2013,305,546,5703,1969,7672,0.2566475495307612,0.551,0.429,0.287,100.0,0.0,27.34,0.753,0.853,0.622
PHL,2014,1014,1416,15043,5272,20315,0.2595126753630322,0.55,0.428,0.286,100.0,0.0,27.24,0.753,0.853,0.622
PHL,2015,788,1031,10022,3687,13709,0.2689474068130425,0.549,0.429,0.288,100.0,0.0,27.24,0.745,0.853,0.599
PHL,2016,918,1333,13254,5570,18824,0.2958988525286868,0.52,0.367,0.262,100.0,0.0,29.45,0.654,0.753,0.431
PHL,2017,1010,1683,12382,4946,17328,0.2854339796860572,0.508,0.342,0.24,100.0,0.0,29.45,0.617,0.728,0.389
PHL,2018,1342,2468,16905,6950,23855,0.2913435338503458,0.482,0.316,0.229,100.0,0.0,29.45,0.564,0.658,0.364
PHL,2019,1216,2566,17853,7981,25834,0.3089339629945034,0.45,0.295,0.203,100.0,0.0,27.96,0.531,0.625,0.306
PHL,2020,942,1631,9606,3529,13135,0.2686714883897982,0.425,0.286,0.183,100.0,0.0,27.96,0.515,0.564,0.306
PHL,2021,802,1004,4722,1300,6022,0.2158751245433411,0.432,0.284,0.184,100.0,0.0,27.96,0.493,0.573,0.264
