country,year,n_news,n_images_people,male_total,female_total,people_total,female_ratio,v2x_polyarchy,v2x_libdem,v2x_egaldem,v2fsuffrage,v2lgqugen,v2lgfemleg,v2x_civlib,v2x_clpol,v2x_clphy
TJK,2017,198,2435,16281,2056,18337,0.1121230299394666,0.169,0.043,0.073,100.0,0.0,19.05,0.212,0.143,0.144
TJK,2018,190,2699,19071,2218,21289,0.1041852599934238,0.166,0.049,0.074,100.0,0.0,19.05,0.209,0.126,0.155
TJK,2019,225,3652,24273,3853,28126,0.1369906847756524,0.166,0.043,0.068,100.0,0.0,19.05,0.218,0.131,0.201
TJK,2020,109,2620,17025,2688,19713,0.136356718916451,0.173,0.043,0.069,100.0,0.0,23.81,0.216,0.124,0.173
TJK,2021,186,4524,29535,6022,35557,0.1693618696740444,0.173,0.041,0.071,100.0,0.0,23.81,0.208,0.121,0.166
TJK,2022,376,7374,52797,8538,61335,0.1392027390560039,0.167,0.041,0.069,100.0,0.0,27.0,0.159,0.076,0.087
TJK,2023,478,8130,52858,8737,61595,0.1418459290526828,0.166,0.041,0.068,100.0,0.0,26.98,0.171,0.081,0.13
TJK,2024,494,8823,58700,10613,69313,0.1531170198952577,0.174,0.05,0.071,100.0,0.0,27.0,0.199,0.106,0.141
TKM,2016,44,44,285,32,317,0.1009463722397476,0.144,0.025,0.086,100.0,0.0,25.81,0.098,0.042,0.175
TKM,2017,696,696,4222,683,4905,0.1392456676860346,0.147,0.027,0.077,100.0,0.0,25.81,0.12,0.051,0.227
TKM,2018,876,876,6288,900,7188,0.1252086811352253,0.149,0.03,0.08,100.0,0.0,25.0,0.115,0.052,0.217
TKM,2019,1056,1056,7642,1220,8862,0.1376664409839765,0.149,0.035,0.083,100.0,0.0,25.0,0.135,0.052,0.25
TKM,2020,924,924,4895,585,5480,0.1067518248175182,0.15,0.033,0.085,100.0,0.0,25.0,0.107,0.056,0.18
TKM,2021,768,768,4372,471,4843,0.0972537683254181,0.149,0.034,0.084,100.0,0.0,25.0,0.104,0.052,0.18
TKM,2022,850,850,5057,625,5682,0.1099964801126364,0.147,0.032,0.086,100.0,0.0,25.9,0.102,0.048,0.18
TKM,2023,264,264,1180,171,1351,0.1265729089563286,0.149,0.034,0.09,100.0,0.0,25.6,0.109,0.058,0.18
TKM,2024,225,225,913,117,1030,0.1135922330097087,0.149,0.033,0.092,100.0,0.0,25.6,0.109,0.064,0.18
TLS,2010,216,231,1224,146,1370,0.1065693430656934,0.636,0.49,0.387,100.0,3.0,29.23,0.878,0.852,0.942
TLS,2011,203,205,1096,185,1281,0.1444184231069477,0.636,0.49,0.394,100.0,3.0,27.69,0.878,0.852,0.942
TLS,2012,102,103,606,61,667,0.0914542728635682,0.656,0.502,0.407,100.0,3.0,38.46,0.878,0.852,0.942
TLS,2013,198,221,1285,148,1433,0.1032798325191905,0.655,0.5,0.405,100.0,3.0,38.46,0.876,0.844,0.942
TLS,2014,123,152,832,94,926,0.101511879049676,0.639,0.473,0.394,100.0,3.0,38.46,0.844,0.81,0.903
TLS,2015,134,192,975,128,1103,0.1160471441523118,0.644,0.471,0.392,100.0,3.0,38.46,0.839,0.802,0.895
TLS,2016,96,166,1058,165,1223,0.1349141455437449,0.626,0.459,0.378,100.0,3.0,38.46,0.848,0.786,0.94
TLS,2017,99,141,931,187,1118,0.167262969588551,0.662,0.489,0.403,100.0,3.0,32.31,0.829,0.798,0.916
TLS,2018,72,95,561,78,639,0.1220657276995305,0.688,0.507,0.424,100.0,3.0,33.85,0.848,0.836,0.926
TLS,2019,120,130,829,111,940,0.1180851063829787,0.699,0.524,0.429,100.0,3.0,38.46,0.859,0.859,0.936
TLS,2020,102,109,667,79,746,0.1058981233243967,0.677,0.49,0.421,100.0,3.0,38.46,0.815,0.829,0.936
TLS,2021,140,149,871,95,966,0.098343685300207,0.69,0.5,0.428,100.0,3.0,38.46,0.827,0.84,0.953
TLS,2022,73,100,519,69,588,0.1173469387755102,0.705,0.516,0.436,100.0,3.0,40.0,0.858,0.854,0.935
TLS,2023,203,460,2513,454,2967,0.1530165149983147,0.712,0.525,0.442,100.0,3.0,36.92,0.859,0.859,0.953
TLS,2024,349,1142,6327,1196,7523,0.1589791306659577,0.733,0.549,0.465,100.0,3.0,38.5,0.874,0.865,0.953
TTO,2015,13,14,34,7,41,0.1707317073170731,0.764,0.645,0.607,100.0,0.0,30.95,0.906,0.902,0.96
TTO,2016,33,332,1230,325,1555,0.2090032154340836,0.754,0.638,0.6,100.0,0.0,30.95,0.906,0.899,0.96
TTO,2017,39,144,765,170,935,0.1818181818181818,0.75,0.634,0.597,100.0,0.0,30.95,0.897,0.901,0.944
TTO,2018,17,66,374,62,436,0.1422018348623853,0.744,0.628,0.592,100.0,0.0,30.95,0.895,0.901,0.944
TTO,2019,33,91,350,78,428,0.1822429906542056,0.75,0.64,0.602,100.0,0.0,30.95,0.898,0.901,0.944
TTO,2020,95,223,602,85,687,0.12372634643377,0.753,0.632,0.608,100.0,0.0,26.19,0.886,0.901,0.919
TTO,2021,111,222,579,93,672,0.1383928571428571,0.77,0.642,0.613,100.0,0.0,33.33,0.898,0.925,0.919
TTO,2022,134,239,837,128,965,0.1326424870466321,0.755,0.627,0.609,100.0,0.0,28.57,0.884,0.927,0.89
TTO,2023,134,195,649,140,789,0.1774397972116603,0.755,0.627,0.605,100.0,0.0,28.57,0.884,0.927,0.89
TTO,2024,133,292,1336,291,1627,0.1788567916410571,0.755,0.627,0.605,100.0,0.0,28.6,0.884,0.927,0.89
TUR,2014,210,1671,11257,1630,12887,0.1264840536975246,0.429,0.259,0.317,100.0,0.0,14.42,0.547,0.488,0.574
TUR,2015,762,8903,60834,10766,71600,0.1503631284916201,0.387,0.233,0.299,100.0,0.0,14.91,0.512,0.466,0.497
TUR,2016,898,10966,75564,12059,87623,0.1376236832795042,0.305,0.145,0.237,100.0,0.0,14.91,0.343,0.276,0.307
TUR,2017,907,14866,96328,16425,112753,0.1456723989605598,0.29,0.104,0.231,100.0,0.0,14.57,0.333,0.235,0.343
TUR,2018,852,18752,122277,19058,141335,0.1348427494958786,0.297,0.109,0.235,100.0,0.0,17.45,0.358,0.261,0.368
TUR,2019,768,18260,124849,19033,143882,0.1322820088683782,0.293,0.113,0.227,100.0,0.0,17.32,0.374,0.259,0.423
TUR,2020,476,5075,31047,3282,34329,0.0956042995717906,0.291,0.117,0.225,100.0,0.0,17.33,0.372,0.263,0.4
TUR,2021,691,7049,44314,6558,50872,0.128911778581538,0.285,0.116,0.219,100.0,0.0,17.33,0.361,0.253,0.383
TUR,2022,770,10710,68210,11721,79931,0.1466389761169008,0.286,0.114,0.207,100.0,0.0,17.41,0.364,0.256,0.394
TUR,2023,614,8803,56279,9392,65671,0.1430159431103531,0.285,0.113,0.196,100.0,0.0,19.83,0.389,0.255,0.464
TUR,2024,440,6201,39976,6756,46732,0.1445690319267311,0.288,0.117,0.207,100.0,0.0,19.9,0.412,0.254,0.513
TWN,2007,18,18,64,10,74,0.1351351351351351,0.777,0.677,0.676,100.0,,20.89,0.933,0.907,0.964
TWN,2008,132,132,520,68,588,0.1156462585034013,0.796,0.686,0.691,100.0,,30.09,0.933,0.91,0.964
TWN,2009,48,48,203,33,236,0.1398305084745762,0.796,0.668,0.691,100.0,,30.09,0.933,0.908,0.964
TWN,2010,35,35,200,15,215,0.0697674418604651,0.804,0.67,0.701,100.0,,30.09,0.937,0.916,0.97
TWN,2011,260,267,1344,187,1531,0.1221423905943827,0.804,0.67,0.701,100.0,,30.09,0.937,0.916,0.97
TWN,2012,222,224,1074,135,1209,0.1116625310173697,0.806,0.677,0.703,100.0,,33.63,0.939,0.918,0.97
TWN,2013,238,242,1332,120,1452,0.0826446280991735,0.802,0.68,0.709,100.0,,33.63,0.936,0.917,0.963
TWN,2014,210,210,1160,131,1291,0.1014717273431448,0.804,0.681,0.708,100.0,,33.63,0.938,0.917,0.968
TWN,2015,227,227,1108,142,1250,0.1136,0.804,0.681,0.709,100.0,,33.63,0.938,0.917,0.968
TWN,2016,204,430,2102,552,2654,0.2079879427279578,0.838,0.729,0.742,100.0,,38.05,0.942,0.93,0.972
TWN,2017,224,945,5071,1471,6542,0.2248547844695811,0.843,0.732,0.744,100.0,,38.05,0.944,0.929,0.972
TWN,2018,254,1113,6651,1746,8397,0.2079314040728831,0.844,0.734,0.746,100.0,,38.05,0.942,0.93,0.972
TWN,2019,276,1197,7338,1911,9249,0.2066169315601686,0.835,0.727,0.742,100.0,,38.05,0.944,0.93,0.972
TWN,2020,104,429,1970,561,2531,0.2216515211378901,0.824,0.72,0.737,100.0,,41.59,0.933,0.913,0.972
TWN,2021,88,301,1293,391,1684,0.2321852731591449,0.824,0.71,0.738,100.0,,41.59,0.933,0.913,0.972
TWN,2022,207,848,4977,1160,6137,0.1890174352289392,0.827,0.727,0.739,100.0,,42.5,0.934,0.915,0.972
TWN,2023,258,1124,7120,2041,9161,0.2227922715860714,0.823,0.723,0.735,100.0,,42.0,0.935,0.916,0.972
TWN,2024,219,885,5504,1187,6691,0.1774024809445523,0.8,0.7,0.695,100.0,4.0,42.0,0.932,0.907,0.972
TZA,2013,1,1,2,0,2,0.0,0.477,0.399,0.344,100.0,4.0,36.0,0.749,0.731,0.81
TZA,2015,1,1,6,1,7,0.1428571428571428,0.457,0.392,0.358,100.0,4.0,36.56,0.737,0.712,0.807
TZA,2016,57,67,342,41,383,0.1070496083550913,0.411,0.353,0.343,100.0,4.0,36.39,0.703,0.633,0.773
TZA,2017,47,91,463,74,537,0.1378026070763501,0.401,0.346,0.339,100.0,4.0,37.18,0.696,0.631,0.755
TZA,2018,76,152,782,144,926,0.1555075593952483,0.39,0.332,0.327,100.0,4.0,36.9,0.679,0.603,0.755
TZA,2019,100,228,1426,272,1698,0.160188457008245,0.385,0.33,0.325,100.0,4.0,36.9,0.666,0.573,0.746
TZA,2020,57,127,665,118,783,0.1507024265644955,0.386,0.336,0.331,100.0,4.0,36.72,0.651,0.566,0.736
TZA,2021,156,555,3325,732,4057,0.1804288883411387,0.365,0.328,0.326,100.0,4.0,36.86,0.687,0.588,0.757
TZA,2022,206,368,2008,584,2592,0.2253086419753086,0.39,0.346,0.343,100.0,4.0,38.9,0.768,0.694,0.85
TZA,2023,202,317,1906,580,2486,0.2333065164923572,0.419,0.366,0.324,100.0,4.0,37.4,0.803,0.741,0.908
TZA,2024,285,480,4127,805,4932,0.1632197891321979,0.415,0.368,0.343,100.0,4.0,37.4,0.801,0.735,0.908
UGA,2021,51,99,786,157,943,0.1664899257688229,0.287,0.212,0.166,100.0,4.0,33.81,0.427,0.463,0.3
UGA,2022,147,378,2780,685,3465,0.1976911976911977,0.279,0.215,0.178,100.0,4.0,33.8,0.431,0.455,0.323
UGA,2023,88,203,1534,391,1925,0.2031168831168831,0.275,0.215,0.166,100.0,4.0,33.81,0.398,0.415,0.323
UGA,2024,149,330,2196,493,2689,0.1833395314243213,0.272,0.201,0.182,100.0,4.0,33.9,0.397,0.435,0.259
UKR,2012,15,16,33,1,34,0.0294117647058823,0.483,0.257,0.329,100.0,0.0,9.44,0.773,0.772,0.687
UKR,2013,211,286,1174,105,1279,0.0820953870211102,0.464,0.25,0.325,100.0,0.0,9.73,0.737,0.762,0.575
UKR,2014,286,295,1448,110,1558,0.0706033376123234,0.417,0.212,0.292,90.0,0.0,11.85,0.609,0.642,0.42
UKR,2015,173,179,770,127,897,0.1415830546265329,0.421,0.224,0.294,90.0,0.0,12.09,0.633,0.666,0.456
UKR,2016,189,193,818,135,953,0.1416579223504722,0.434,0.236,0.295,90.0,0.0,12.29,0.664,0.687,0.521
UKR,2017,124,124,594,114,708,0.1610169491525423,0.431,0.24,0.291,90.0,0.0,12.29,0.675,0.691,0.54
UKR,2018,105,107,613,95,708,0.134180790960452,0.433,0.245,0.283,90.0,0.0,11.58,0.675,0.686,0.583
UKR,2019,411,1087,6562,1115,7677,0.1452390256610655,0.525,0.313,0.363,88.0,0.0,20.8,0.728,0.737,0.685
UKR,2020,501,1569,8682,1509,10191,0.1480718280836031,0.546,0.323,0.377,88.0,1.0,20.8,0.753,0.76,0.721
UKR,2021,471,2471,12444,2854,15298,0.1865603346842724,0.539,0.321,0.386,88.0,1.0,20.8,0.754,0.757,0.716
UKR,2022,1474,6796,28276,4449,32725,0.1359511077158136,0.389,0.234,0.309,88.0,1.0,20.43,0.586,0.535,0.614
UKR,2023,1833,8901,45437,8877,54314,0.1634385241374231,0.387,0.237,0.295,88.0,1.0,20.43,0.589,0.534,0.621
UKR,2024,1782,8993,43605,10524,54129,0.1944244305270742,0.389,0.233,0.288,88.0,1.0,21.1,0.558,0.518,0.62
URY,2000,3,3,8,1,9,0.1111111111111111,0.874,0.8,0.75,100.0,0.0,12.12,0.953,0.97,0.977
URY,2010,25,100,507,60,567,0.1058201058201058,0.912,0.848,0.816,100.0,0.0,15.15,0.958,0.976,0.977
URY,2011,895,1083,3860,717,4577,0.1566528293642123,0.912,0.847,0.81,100.0,0.0,14.14,0.958,0.976,0.977
URY,2012,2075,2136,7161,1379,8540,0.1614754098360655,0.912,0.847,0.81,100.0,0.0,14.14,0.958,0.976,0.977
URY,2013,2665,2708,9554,1982,11536,0.1718099861303745,0.912,0.846,0.817,100.0,0.0,14.14,0.945,0.975,0.946
URY,2014,1775,1849,7787,1856,9643,0.1924712226485533,0.911,0.845,0.816,100.0,3.0,22.22,0.945,0.975,0.946
URY,2015,2647,3132,13005,3241,16246,0.1994952603717838,0.897,0.833,0.802,100.0,3.0,22.22,0.943,0.971,0.946
URY,2016,2678,3487,15412,4141,19553,0.2117833580524727,0.897,0.833,0.801,100.0,3.0,20.2,0.943,0.971,0.946
URY,2017,2718,3089,12929,3533,16462,0.2146154780707083,0.889,0.826,0.785,100.0,3.0,20.2,0.954,0.968,0.98
URY,2018,2218,2437,10562,2677,13239,0.2022056046529194,0.9,0.839,0.797,100.0,3.0,22.22,0.956,0.971,0.98
URY,2019,1828,2283,10698,2830,13528,0.2091957421643997,0.898,0.838,0.798,100.0,3.0,21.21,0.956,0.971,0.98
URY,2020,968,1039,4991,1014,6005,0.1688592839300582,0.87,0.81,0.759,100.0,3.0,24.24,0.949,0.965,0.98
URY,2021,1118,1170,5272,1241,6513,0.1905419929372025,0.857,0.795,0.728,100.0,3.0,24.24,0.94,0.944,0.966
URY,2022,1268,1300,6849,1793,8642,0.2074751214996528,0.819,0.748,0.667,100.0,3.0,26.26,0.929,0.915,0.966
URY,2023,1341,1387,7725,2044,9769,0.2092332889753301,0.834,0.757,0.698,100.0,3.0,26.26,0.932,0.922,0.966
URY,2024,1166,1260,7102,2180,9282,0.2348631760396466,0.848,0.769,0.682,100.0,3.0,25.3,0.928,0.931,0.961
USA,2001,111,134,667,52,719,0.0723226703755215,0.821,0.761,0.645,100.0,0.0,14.02,0.946,0.976,0.935
USA,2002,385,558,2492,281,2773,0.1013342949873783,0.826,0.765,0.649,100.0,0.0,14.25,0.933,0.973,0.909
USA,2003,310,534,2505,274,2779,0.0985966174883051,0.859,0.795,0.683,100.0,0.0,14.25,0.904,0.976,0.821
USA,2004,313,614,2825,337,3162,0.1065781151170145,0.862,0.799,0.684,100.0,0.0,14.94,0.905,0.979,0.821
USA,2005,437,935,4325,529,4854,0.1089822826534816,0.861,0.801,0.676,100.0,0.0,14.94,0.922,0.979,0.869
USA,2006,513,937,4383,522,4905,0.1064220183486238,0.867,0.807,0.681,100.0,0.0,16.32,0.913,0.979,0.844
USA,2007,430,880,3950,513,4463,0.1149451041900067,0.897,0.841,0.717,100.0,0.0,16.32,0.922,0.979,0.871
USA,2008,466,980,4223,614,4837,0.1269381848253049,0.898,0.842,0.723,100.0,0.0,17.01,0.939,0.98,0.916
USA,2009,153,195,492,224,716,0.3128491620111732,0.902,0.85,0.727,100.0,0.0,16.78,0.95,0.98,0.95
USA,2010,185,283,1884,511,2395,0.2133611691022964,0.902,0.85,0.734,100.0,0.0,16.78,0.952,0.979,0.954
USA,2011,513,712,4469,1235,5704,0.2165147265077139,0.9,0.848,0.734,100.0,0.0,16.78,0.95,0.978,0.954
USA,2012,320,414,2594,746,3340,0.2233532934131736,0.899,0.847,0.733,100.0,0.0,17.97,0.95,0.976,0.954
USA,2013,322,454,2949,812,3761,0.2159000265886732,0.902,0.85,0.736,100.0,0.0,18.29,0.952,0.979,0.954
USA,2014,382,584,3416,947,4363,0.2170524868209947,0.9,0.847,0.73,100.0,0.0,19.31,0.952,0.979,0.954
USA,2015,305,1004,5407,1783,7190,0.2479833101529902,0.9,0.848,0.734,100.0,0.0,19.35,0.952,0.978,0.954
USA,2016,165,451,2218,690,2908,0.2372764786795048,0.887,0.832,0.706,100.0,0.0,19.08,0.949,0.974,0.954
USA,2017,96,270,1467,457,1924,0.2375259875259875,0.827,0.745,0.639,100.0,0.0,19.44,0.941,0.963,0.946
USA,2018,89,778,3424,1030,4454,0.2312528064660979,0.823,0.742,0.637,100.0,0.0,23.5,0.933,0.96,0.937
USA,2019,23,47,174,25,199,0.1256281407035175,0.812,0.735,0.627,100.0,0.0,23.43,0.927,0.952,0.937
USA,2020,70,112,492,126,618,0.203883495145631,0.807,0.725,0.616,100.0,0.0,27.25,0.913,0.947,0.897
USA,2021,8,9,32,14,46,0.3043478260869565,0.821,0.752,0.598,100.0,0.0,27.55,0.937,0.964,0.953
USA,2022,8,8,31,13,44,0.2954545454545454,0.829,0.763,0.601,100.0,0.0,28.4,0.942,0.968,0.957
USA,2023,7,8,54,7,61,0.1147540983606557,0.843,0.771,0.594,100.0,0.0,29.1,0.926,0.951,0.948
USA,2024,1,1,13,0,13,0.0,0.84,0.748,0.609,100.0,0.0,29.0,0.924,0.954,0.948
UZB,2016,5,9,83,20,103,0.1941747572815534,0.169,0.038,0.132,100.0,1.0,16.0,0.142,0.102,0.158
UZB,2017,201,225,931,92,1023,0.0899315738025415,0.19,0.052,0.141,100.0,1.0,16.0,0.26,0.187,0.398
UZB,2018,344,746,4663,792,5455,0.1451879010082493,0.188,0.066,0.133,100.0,1.0,16.0,0.313,0.191,0.471
UZB,2019,405,1356,8022,1551,9573,0.1620181761203384,0.202,0.077,0.145,100.0,1.0,32.0,0.35,0.216,0.496
UZB,2020,367,1555,6760,481,7241,0.0664272890484739,0.205,0.085,0.154,100.0,1.0,32.65,0.361,0.234,0.509
UZB,2021,535,3746,19779,2238,22017,0.1016487259844665,0.205,0.081,0.149,100.0,1.0,32.65,0.358,0.232,0.509
UZB,2022,685,4213,24258,3500,27758,0.1260897759204553,0.212,0.08,0.156,100.0,1.0,33.57,0.366,0.233,0.509
UZB,2023,952,4180,23153,2953,26106,0.1131157588293878,0.214,0.08,0.152,100.0,1.0,33.57,0.37,0.239,0.509
UZB,2024,820,3541,20412,2089,22501,0.0928403182080796,0.215,0.078,0.151,100.0,1.0,34.6,0.372,0.241,0.509
VCT,2014,8,10,32,6,38,0.1578947368421052,,,,,,,,,
VCT,2015,6,6,18,7,25,0.28,,,,,,,,,
VCT,2016,12,16,63,7,70,0.1,,,,,,,,,
VCT,2017,6,8,29,10,39,0.2564102564102564,,,,,,,,,
VCT,2018,9,19,100,21,121,0.1735537190082644,,,,,,,,,
VCT,2019,20,42,172,32,204,0.1568627450980392,,,,,,,,,
VCT,2020,15,27,114,44,158,0.2784810126582278,,,,,,,,,
VCT,2021,7,10,20,7,27,0.2592592592592592,,,,,,,,,
VCT,2022,16,42,211,69,280,0.2464285714285714,,,,,,,,,
VCT,2023,23,39,154,66,220,0.3,,,,,,,,,
VCT,2024,9,22,80,31,111,0.2792792792792792,,,,,,,,,
VEN,2018,1,1,6,4,10,0.4,0.215,0.064,0.126,100.0,3.0,22.16,0.361,0.273,0.248
VEN,2019,21,21,183,30,213,0.1408450704225352,0.208,0.062,0.125,100.0,3.0,22.16,0.328,0.262,0.169
VEN,2020,17,17,68,15,83,0.180722891566265,0.206,0.058,0.119,100.0,3.0,22.16,0.329,0.259,0.186
VEN,2021,23,23,92,16,108,0.1481481481481481,0.215,0.057,0.114,100.0,3.0,22.16,0.34,0.261,0.18
VEN,2022,2,2,9,4,13,0.3076923076923077,0.211,0.056,0.104,100.0,3.0,22.0,0.344,0.25,0.194
VEN,2023,129,173,916,161,1077,0.149489322191272,0.207,0.054,0.101,100.0,3.0,34.18,0.341,0.24,0.19
VEN,2024,641,1375,7286,2063,9349,0.2206653117980532,0.197,0.049,0.095,100.0,3.0,33.0,0.333,0.207,0.19
VNM,2022,9,13,63,5,68,0.0735294117647058,0.153,0.109,0.184,100.0,0.0,30.3,0.386,0.106,0.608
VNM,2024,1,1,2,0,2,0.0,0.174,0.124,0.189,100.0,0.0,30.6,0.41,0.092,0.566
WSM,2014,3,18,132,24,156,0.1538461538461538,,,,,,,,,
WSM,2015,40,136,594,144,738,0.1951219512195122,,,,,,,,,
WSM,2016,24,58,311,89,400,0.2225,,,,,,,,,
WSM,2017,8,13,81,18,99,0.1818181818181818,,,,,,,,,
WSM,2018,9,61,241,90,331,0.2719033232628399,,,,,,,,,
WSM,2020,9,29,44,15,59,0.2542372881355932,,,,,,,,,
WSM,2022,148,169,818,297,1115,0.2663677130044843,,,,,,,,,
WSM,2023,230,232,989,334,1323,0.2524565381708238,,,,,,,,,
WSM,2024,177,181,878,282,1160,0.243103448275862,,,,,,,,,
XKX,2022,65,186,1036,462,1498,0.308411214953271,0.672,0.509,0.484,100.0,,35.0,0.823,0.871,0.913
XKX,2023,173,187,1111,416,1527,0.2724296005239031,0.675,0.493,0.476,100.0,,33.33,0.825,0.873,0.913
XKX,2024,215,215,988,474,1462,0.3242134062927496,0.651,0.473,0.464,100.0,3.0,33.0,0.811,0.835,0.934
YEM,2018,1,1,1,0,1,0.0,0.113,0.034,0.023,0.0,0.0,0.0,0.124,0.201,0.06
YEM,2019,3,6,9,1,10,0.1,0.118,0.038,0.022,0.0,0.0,0.33,0.14,0.209,0.096
YEM,2021,13,18,61,11,72,0.1527777777777778,0.115,0.032,0.021,0.0,0.0,0.0,0.136,0.218,0.059
YEM,2022,3,3,7,0,7,0.0,0.124,0.041,0.021,0.0,0.0,0.0,0.17,0.256,0.101
YEM,2023,3,3,6,1,7,0.1428571428571428,0.128,0.045,0.039,0.0,0.0,0.0,0.217,0.289,0.168
YEM,2024,3,10,39,10,49,0.2040816326530612,0.127,0.047,0.033,0.0,0.0,0.0,0.231,0.298,0.187
ZAF,2014,1,1,1,0,1,0.0,0.752,0.637,0.515,100.0,0.0,40.75,0.859,0.897,0.819
ZAF,2015,5,11,50,6,56,0.1071428571428571,0.755,0.649,0.513,100.0,0.0,40.75,0.867,0.897,0.843
ZAF,2016,2,2,2,1,3,0.3333333333333333,0.752,0.646,0.513,100.0,0.0,40.75,0.865,0.891,0.843
ZAF,2018,3,4,18,3,21,0.1428571428571428,0.747,0.639,0.492,100.0,0.0,42.75,0.854,0.885,0.827
ZAF,2019,2,3,3,0,3,0.0,0.721,0.617,0.484,100.0,0.0,46.3,0.837,0.881,0.832
ZAF,2020,3,5,19,1,20,0.05,0.723,0.606,0.497,100.0,0.0,46.37,0.829,0.879,0.824
ZAF,2022,2,2,2,0,2,0.0,0.713,0.605,0.51,100.0,0.0,46.2,0.829,0.886,0.801
