country,year,n_images_all,n_images_people,n_male,n_female,n_people,female_ratio_totals,female_ratio_meanimg
PAK,2024,7,7,74,6,80,0.075,0.06547619047619048
PAN,2010,193,185,1058,176,1234,0.1426256077795786,0.12871716402676156
PAN,2011,434,363,1950,436,2386,0.18273260687342832,0.15194178412067263
PAN,2012,719,690,3476,831,4307,0.19294172277687485,0.18206824013134623
PAN,2013,699,633,3174,885,4059,0.2180339985218034,0.20978177276996782
PAN,2014,644,582,2876,1029,3905,0.26350832266325225,0.2848236991279009
PAN,2015,726,667,3457,1443,4900,0.2944897959183673,0.32352860075157547
PAN,2016,993,873,4608,1683,6291,0.2675250357653791,0.30727459335662927
PAN,2017,846,733,4066,1775,5841,0.3038863208354734,0.34402431361801916
PAN,2018,751,720,3951,1995,5946,0.3355196770938446,0.3652837115325071
PAN,2019,798,782,4938,2372,7310,0.3244870041039672,0.33209917857274884
PAN,2020,1040,913,4405,2145,6550,0.32748091603053436,0.32263177391383224
PAN,2021,1290,1156,4952,2351,7303,0.3219224976037245,0.41998397197575627
PAN,2022,2247,2026,9025,4981,14006,0.3556333000142796,0.41250257548446345
PAN,2023,3401,3195,15553,8515,24068,0.3537892637527007,0.38183326757868913
PAN,2024,3013,2875,14889,7762,22651,0.3426780274601563,0.3387733045548613
PER,2017,1,0,0,0,0,,
PER,2018,1475,1298,8725,3111,11836,0.26284217641094965,0.2605309610318658
PER,2019,2367,2159,13628,5125,18753,0.27328960699621396,0.26417337492528237
PER,2020,775,480,2733,842,3575,0.23552447552447553,0.21692533652390295
PER,2021,1919,1454,7198,1749,8947,0.1954845199508215,0.1888711797811245
PER,2022,5077,4559,24255,8421,32676,0.2577120822622108,0.26330385484322905
PER,2023,9658,8865,51004,20053,71057,0.2822100567150316,0.2902365133813291
PER,2024,13409,12600,69522,29115,98637,0.2951732108640774,0.29967059744266783
PHL,1950,1,1,4,6,10,0.6,0.6
PHL,2000,1,1,3,0,3,0.0,0.0
PHL,2002,3,3,16,2,18,0.1111111111111111,0.08465608465608465
PHL,2013,482,471,5197,1716,6913,0.24822797627658036,0.2503648724866274
PHL,2014,1162,1123,12796,4376,17172,0.2548334498020033,0.26455300380113045
PHL,2015,756,734,7862,2814,10676,0.26358186586736604,0.2589780654717016
PHL,2016,1132,1097,11453,4839,16292,0.29701694082985514,0.2750187298817597
PHL,2017,1438,1400,10012,4000,14012,0.28546959748786754,0.2714654993968748
PHL,2018,2278,2223,15004,6146,21150,0.29059101654846337,0.27175340141443194
PHL,2019,2405,2307,15875,7118,22993,0.3095724785804375,0.2991295895336092
PHL,2020,1651,1478,8400,3039,11439,0.2656700760555993,0.2279716956376078
PHL,2021,1214,947,4342,1108,5450,0.20330275229357797,0.14204324892982825
PHL,2022,1300,1155,7564,2422,9986,0.24253955537752853,0.22265383798497101
PHL,2023,2096,2002,13480,4791,18271,0.26221881670406655,0.24335253590197212
PHL,2024,1677,1624,9338,2415,11753,0.2054794520547945,0.184053916727286
POL,2001,1,1,2,0,2,0.0,0.0
POL,2018,7,7,27,10,37,0.2702702702702703,0.13452380952380952
POL,2019,297,281,1875,383,2258,0.1696191319751993,0.12954013482383714
POL,2020,546,504,2103,228,2331,0.0978120978120978,0.08323723989342141
POL,2021,1848,1760,8537,1368,9905,0.1381120646138314,0.10661353407726919
POL,2022,2497,2432,13970,2702,16672,0.16206813819577734,0.13671895592765215
POL,2023,1552,1512,9352,2009,11361,0.17683302526186076,0.14296544705006795
POL,2024,1283,1264,7223,1897,9120,0.20800438596491228,0.18087428551822532
PRK,2017,722,544,2917,209,3126,0.06685860524632117,0.06388962567249987
PRK,2018,1565,1287,7255,927,8182,0.1132974822781716,0.1067060887278724
PRK,2019,619,554,2967,409,3376,0.12114928909952606,0.11518146915258828
PRT,2016,4,4,12,1,13,0.07692307692307693,0.03125
PRT,2017,5,5,13,0,13,0.0,0.0
PRT,2021,137,133,559,76,635,0.11968503937007874,0.12599107303331097
PRT,2022,190,174,903,197,1100,0.17909090909090908,0.22454233018127542
PRT,2023,195,167,966,209,1175,0.1778723404255319,0.1777105937848049
PRT,2024,134,118,672,136,808,0.16831683168316833,0.14709801877456521
PRY,2019,283,256,1503,556,2059,0.27003399708596404,0.2692071545827401
PRY,2020,635,544,2474,552,3026,0.18241903502974224,0.19068208983240398
PRY,2021,135,121,631,173,804,0.21517412935323382,0.19934066411914836
PRY,2022,594,552,3159,1137,4296,0.26466480446927376,0.2611267666554728
PRY,2023,103,97,559,181,740,0.2445945945945946,0.23538047845961735
PSE,2019,115,115,358,37,395,0.09367088607594937,0.06892817327599937
PSE,2020,4,3,4,0,4,0.0,0.0
PSE,2021,5,5,6,0,6,0.0,0.0
PSE,2022,3,3,4,0,4,0.0,0.0
PSE,2023,14,11,77,11,88,0.125,0.11277157186248096
PSE,2024,80,39,137,49,186,0.26344086021505375,0.32933732933732934
QAT,2012,1,1,2,0,2,0.0,0.0
QAT,2013,1,1,1,0,1,0.0,0.0
QAT,2014,54,51,134,17,151,0.11258278145695365,0.12816293183940242
QAT,2015,147,127,246,32,278,0.11510791366906475,0.11629483814523184
QAT,2016,116,92,292,45,337,0.13353115727002968,0.14173685613903003
QAT,2017,567,544,1722,285,2007,0.14200298953662183,0.11001802383788062
QAT,2018,711,686,2346,382,2728,0.14002932551319647,0.13342450813860432
QAT,2019,789,764,2860,509,3369,0.15108340753932917,0.13730707557656116
QAT,2020,610,586,2058,409,2467,0.16578840697203082,0.16721553127905434
QAT,2021,1044,1024,3139,666,3805,0.1750328515111695,0.16852130666279938
QAT,2022,1111,1104,4493,908,5401,0.16811701536752452,0.19010098145413193
QAT,2023,1345,1324,4927,1199,6126,0.19572314724126674,0.1961164206980645
QAT,2024,1238,1214,4908,1384,6292,0.2199618563254927,0.24417111941171724
ROU,2012,365,362,1591,123,1714,0.07176196032672112,0.05473303395589714
ROU,2013,1265,1238,6696,713,7409,0.09623430962343096,0.0748556005660431
ROU,2014,2594,2580,14828,1894,16722,0.11326396364071284,0.09479306710501362
ROU,2015,1410,1393,7073,906,7979,0.1135480636671262,0.106197642227054
ROU,2016,336,249,1271,183,1454,0.12585969738651995,0.11050575077860691
ROU,2017,245,167,964,98,1062,0.09227871939736347,0.07821054527641354
ROU,2018,314,254,1040,328,1368,0.23976608187134502,0.3430952881178071
ROU,2019,279,217,1076,256,1332,0.1921921921921922,0.2871907063211938
ROU,2020,358,298,1313,106,1419,0.07470049330514447,0.06591518101585216
ROU,2021,269,230,781,78,859,0.09080325960419092,0.06362267847242271
ROU,2022,574,465,2502,285,2787,0.10226049515608181,0.09115663888434286
ROU,2023,410,336,1787,267,2054,0.1299902629016553,0.1140359305143969
ROU,2024,422,306,1620,310,1930,0.16062176165803108,0.14183646138739323
RUS,1999,9,9,26,1,27,0.037037037037037035,0.037037037037037035
RUS,2000,767,764,4588,230,4818,0.047737650477376506,0.03930376430280188
RUS,2001,716,714,4105,172,4277,0.04021510404489128,0.03602961809523846
RUS,2002,712,711,3644,200,3844,0.05202913631633715,0.03798256866636117
RUS,2003,959,952,4864,342,5206,0.06569343065693431,0.04687205991625398
RUS,2004,725,723,3563,224,3787,0.059149722735674676,0.038524986857495884
RUS,2005,667,664,3391,202,3593,0.05622042861118842,0.046242318932680763
RUS,2006,625,623,3273,166,3439,0.04826984588543181,0.047235839293544156
RUS,2007,772,769,4239,307,4546,0.0675318961724593,0.058852730940239545
RUS,2008,947,946,4576,276,4852,0.05688375927452597,0.051718416971944944
RUS,2009,1180,1176,5921,446,6367,0.07004868855033768,0.055388842941337335
RUS,2010,2118,2109,11638,1040,12678,0.08203186622495662,0.07066543286895369
RUS,2011,2146,2138,11443,1387,12830,0.10810600155884645,0.08357464002777606
RUS,2012,1979,1961,10925,942,11867,0.07937979270245218,0.0732360431347509
RUS,2013,2773,2722,14921,1360,16281,0.08353295252134389,0.06738711121283221
RUS,2014,2857,2818,17044,1900,18944,0.10029560810810811,0.08496594641818762
RUS,2015,2562,2529,14729,1701,16430,0.10353012781497262,0.0814326295713579
RUS,2016,2672,2644,15570,1456,17026,0.08551626923528721,0.07342693307869397
RUS,2017,3744,3711,22348,2649,24997,0.10597271672600712,0.08610965599208538
RUS,2018,3908,3834,24077,3022,27099,0.11151703014871397,0.09372470801566804
RUS,2019,4129,4058,24907,2853,27760,0.10277377521613833,0.09227448879994979
RUS,2020,1577,1513,6774,878,7652,0.11474124411918453,0.07833205827008272
RUS,2021,1647,1596,6035,760,6795,0.11184694628403238,0.07837025842111306
RUS,2022,1798,1766,6547,867,7414,0.11694092257890477,0.08035077736879634
RUS,2023,3126,3086,13649,1541,15190,0.10144832126398946,0.07573808451999887
RUS,2024,3840,3787,18777,2313,21090,0.1096728307254623,0.0851851988172783
RWA,2017,47,46,338,52,390,0.13333333333333333,0.12373826620949382
RWA,2018,35,35,262,47,309,0.15210355987055016,0.1354032475461047
RWA,2019,128,127,1243,126,1369,0.09203798392987582,0.09672025544346508
RWA,2020,39,38,194,16,210,0.0761904761904762,0.05790612895876054
RWA,2021,141,91,318,36,354,0.1016949152542373,0.08240271633128776
RWA,2022,179,168,864,152,1016,0.14960629921259844,0.13760106665555027
RWA,2023,151,132,766,110,876,0.12557077625570776,0.11658709953460869
RWA,2024,82,81,424,79,503,0.15705765407554673,0.09772981705049727
SAU,2023,11,11,62,3,65,0.046153846153846156,0.06123737373737374
SAU,2024,18,18,108,17,125,0.136,0.12621252204585537
SGP,2007,2,2,4,2,6,0.3333333333333333,0.25
SGP,2008,5,5,16,5,21,0.23809523809523808,0.14166666666666666
SGP,2009,19,18,84,7,91,0.07692307692307693,0.09574915824915825
SGP,2010,5,5,13,1,14,0.07142857142857142,0.04
SGP,2011,53,46,189,24,213,0.11267605633802817,0.10067155067155066
SGP,2012,128,126,499,68,567,0.11992945326278659,0.0960180770278085
SGP,2013,171,152,533,65,598,0.10869565217391304,0.10008890962838331
SGP,2014,126,126,435,40,475,0.08421052631578947,0.06218634306869601
SGP,2015,179,178,698,89,787,0.11308767471410419,0.08993519699071582
SGP,2016,253,251,911,126,1037,0.12150433944069432,0.10483464079081609
SGP,2017,241,240,1068,164,1232,0.1331168831168831,0.1121269907124329
SGP,2018,278,274,1284,209,1493,0.13998660415271266,0.13733624164628302
SGP,2019,334,333,1465,290,1755,0.16524216524216523,0.16258168665244926
SGP,2020,118,115,423,82,505,0.16237623762376238,0.15671857128378866
SGP,2021,318,307,832,171,1003,0.17048853439680958,0.18967685090026534
SGP,2022,436,434,1753,420,2173,0.1932811780947998,0.18423279636446696
SGP,2023,433,427,2031,459,2490,0.18433734939759036,0.1872974294010218
SGP,2024,266,266,1232,295,1527,0.19318925998690242,0.16731030527004595
SLE,2022,79,74,603,89,692,0.12861271676300579,0.13432495013377369
SLE,2023,280,276,1932,402,2334,0.17223650385604114,0.15599268627257867
SLE,2024,363,361,2208,507,2715,0.1867403314917127,0.16445255745393075
SLV,2019,90,90,523,180,703,0.25604551920341395,0.25837809322662597
SLV,2020,53,52,250,115,365,0.3150684931506849,0.36660077636039173
SLV,2021,2732,2509,9123,4583,13706,0.33437910404202537,0.38556002339991474
SLV,2022,5748,5404,24255,13290,37545,0.3539752297243308,0.4172819842078079
SLV,2023,7416,6980,33769,20042,53811,0.37245172920034936,0.4151108451906992
SLV,2024,6026,5598,26198,15592,41790,0.37310361330461833,0.40325930928113596
SOM,2015,1,0,0,0,0,,
SOM,2024,881,845,4565,561,5126,0.10944206008583691,0.1157240624760364
SRB,2004,313,306,1307,57,1364,0.041788856304985335,0.027652431083803632
SRB,2005,387,374,1923,102,2025,0.05037037037037037,0.03455956921866013
SRB,2006,402,391,1896,118,2014,0.05858987090367428,0.04572322037155797
SRB,2007,282,277,1372,136,1508,0.09018567639257294,0.06958117388144995
SRB,2008,245,235,685,57,742,0.07681940700808626,0.03301506586863283
SRB,2009,315,309,1252,143,1395,0.1025089605734767,0.06662542330018058
SRB,2010,328,318,1218,106,1324,0.08006042296072508,0.04858754617356171
SRB,2011,304,297,1009,122,1131,0.10786914235190097,0.061780699659487535
SRB,2012,435,422,1461,127,1588,0.07997481108312343,0.05784634664966418
SRB,2013,775,763,2956,329,3285,0.10015220700152207,0.07104051643292013
SRB,2014,751,721,2840,270,3110,0.08681672025723473,0.06496783538554514
SRB,2015,1072,1045,3872,513,4385,0.11698973774230331,0.07785322473754785
SRB,2016,1078,1055,3917,545,4462,0.12214253697893321,0.08572229312805663
SRB,2017,951,930,3423,546,3969,0.13756613756613756,0.14223881370228617
SRB,2018,1020,998,4249,882,5131,0.17189631650750342,0.18869289883640566
SRB,2019,800,791,4596,1074,5670,0.18941798941798943,0.1744282327284112
SRB,2020,453,443,2523,481,3004,0.16011984021304926,0.132484525147863
SRB,2021,1361,1309,7238,1371,8609,0.1592519456382855,0.14545330383180877
SRB,2022,1771,1737,8964,1945,10909,0.17829315244293703,0.14741630802475073
SRB,2023,1605,1554,8726,2195,10921,0.2009889204285322,0.18092776285338494
SRB,2024,709,679,3845,1118,4963,0.22526697561958492,0.21582920630512747
SUR,2020,102,69,373,116,489,0.23721881390593047,0.2572120025495312
SUR,2021,1220,797,4017,812,4829,0.16815075585007247,0.17483601608659308
SUR,2022,3700,3069,18132,3562,21694,0.1641928643864663,0.17153851704581738
SUR,2023,4893,4069,25127,7189,32316,0.22245946280480258,0.23450968848041293
SUR,2024,4425,3935,23882,6953,30835,0.22549051402626885,0.24371628413406557
SVK,1970,2,2,7,3,10,0.3,0.1875
SVK,2009,18,15,59,7,66,0.10606060606060606,0.1174074074074074
SVK,2010,98,89,339,71,410,0.17317073170731706,0.19565571756582992
SVK,2011,70,48,374,35,409,0.08557457212713937,0.07955695312312959
SVK,2012,243,228,850,152,1002,0.15169660678642716,0.10316817403011148
SVK,2013,558,527,2243,316,2559,0.12348573661586557,0.09885359931873877
SVK,2014,545,522,2961,479,3440,0.13924418604651162,0.11942213843091017
SVK,2015,418,405,2481,380,2861,0.1328206920657113,0.11051480521110799
SVK,2016,364,352,2140,424,2564,0.16536661466458658,0.14603928243641004
SVK,2017,183,178,901,165,1066,0.15478424015009382,0.14951650395812244
SVK,2018,58,52,266,49,315,0.15555555555555556,0.0968407667324076
SVK,2019,10,6,35,4,39,0.10256410256410256,0.07467793880837359
SVK,2020,20,13,58,7,65,0.1076923076923077,0.11325145442792503
SVK,2021,21,16,34,12,46,0.2608695652173913,0.24204545454545454
SVK,2022,12,8,28,9,37,0.24324324324324326,0.16786858974358973
SVK,2023,15,9,28,7,35,0.2,0.10675381263616558
SVK,2024,213,207,1134,191,1325,0.14415094339622642,0.13238171996528886
SVN,2019,303,272,1594,403,1997,0.20180270405608414,0.20948790719024468
SVN,2020,622,564,1983,347,2330,0.14892703862660944,0.15435284638527466
SVN,2021,1104,1039,3683,713,4396,0.16219290263876252,0.16238958356310224
SVN,2022,795,731,3405,1032,4437,0.2325895875591616,0.23943517354176244
SVN,2023,814,755,3817,1422,5239,0.27142584462683716,0.2888652807177416
SVN,2024,776,719,3274,1251,4525,0.2764640883977901,0.3085717662521189
SWE,2014,1,1,4,1,5,0.2,0.2
SWE,2015,15,12,46,9,55,0.16363636363636364,0.1595238095238095
SWE,2016,13,6,19,5,24,0.20833333333333334,0.2722222222222222
SWE,2017,10,6,36,9,45,0.2,0.28055555555555556
SWE,2018,24,12,66,33,99,0.3333333333333333,0.4394493177387914
SWE,2019,4,2,4,3,7,0.42857142857142855,0.45
SWE,2020,2,1,2,6,8,0.75,0.75
SWE,2021,2,1,1,1,2,0.5,0.5
SWE,2022,3,1,3,0,3,0.0,0.0
SWE,2023,16,14,71,20,91,0.21978021978021978,0.14583333333333331
SWE,2024,39,37,203,35,238,0.14705882352941177,0.2113905613905614
SYC,2010,104,103,357,44,401,0.10972568578553615,0.10469336488753965
SYC,2011,133,128,568,74,642,0.11526479750778816,0.07092938528485404
SYC,2012,197,187,850,99,949,0.10432033719704953,0.08194305255550102
SYC,2013,190,185,572,114,686,0.1661807580174927,0.10894943644943646
SYC,2014,160,160,658,84,742,0.11320754716981132,0.09947619476112123
SYC,2015,172,172,734,127,861,0.14750290360046459,0.11694428225293478
SYC,2016,157,156,637,138,775,0.17806451612903226,0.24913561521831348
SYC,2017,387,325,1180,290,1470,0.19727891156462585,0.30469283331048036
SYC,2018,372,270,1359,241,1600,0.150625,0.14584677851873976
SYC,2019,351,303,1616,342,1958,0.17466802860061287,0.15407962673925338
SYC,2020,197,193,1224,196,1420,0.13802816901408452,0.12423449815271147
SYC,2021,225,223,925,145,1070,0.13551401869158877,0.12071989730779939
SYC,2022,217,214,1280,197,1477,0.13337846987136087,0.11791227250144093
SYC,2023,161,153,711,127,838,0.1515513126491647,0.18015735866081886
SYC,2024,177,169,967,228,1195,0.1907949790794979,0.17180715568243735
SYR,2013,4,2,2,0,2,0.0,0.0
SYR,2014,3,1,9,1,10,0.1,0.1
SYR,2015,56,53,297,26,323,0.0804953560371517,0.058593275019468136
SYR,2016,71,71,416,26,442,0.058823529411764705,0.04243485962624322
SYR,2017,71,71,414,13,427,0.03044496487119438,0.021371117145765034
SYR,2018,3316,2413,14519,2194,16713,0.13127505534613773,0.13859348593252538
SYR,2019,6447,4410,24737,4017,28754,0.13970230228837727,0.14300449030256895
SYR,2020,6832,4115,20549,3020,23569,0.12813441384869956,0.1381090468781932
SYR,2021,6743,4473,24263,3501,27764,0.1260985448782596,0.14274364979001805
SYR,2022,5940,4368,21836,2905,24741,0.11741643425892244,0.13103658996879453
SYR,2023,4997,3773,19542,2779,22321,0.12450159043053627,0.13210158559331106
SYR,2024,4095,3070,15908,2186,18094,0.12081352934674477,0.1292258760676459
TGO,2024,12,12,144,13,157,0.08280254777070063,0.10942798171900338
TJK,2005,1,1,1,0,1,0.0,0.0
TJK,2006,1,1,1,0,1,0.0,0.0
TJK,2007,3,3,3,0,3,0.0,0.0
TJK,2008,3,3,7,0,7,0.0,0.0
TJK,2009,3,3,4,0,4,0.0,0.0
TJK,2010,4,4,8,0,8,0.0,0.0
TJK,2011,4,4,4,0,4,0.0,0.0
TJK,2012,926,925,6600,694,7294,0.09514669591445023,0.07921870366735087
TJK,2013,2936,2890,22682,2507,25189,0.09952757155901386,0.08845160793716102
TJK,2014,2657,2593,18534,2079,20613,0.10085868141464124,0.08549311571695098
TJK,2015,3247,3147,22717,2888,25605,0.11279047061120875,0.09681812801529342
TJK,2016,3644,3405,25662,4179,29841,0.14004222378606615,0.1189626193560421
TJK,2017,2507,2435,16281,2056,18337,0.11212302993946666,0.08413667009398954
TJK,2018,2917,2699,19071,2218,21289,0.10418525999342383,0.07697048639049095
TJK,2019,3867,3652,24273,3853,28126,0.13699068477565243,0.10319900901768198
TJK,2020,3063,2620,17025,2688,19713,0.13635671891645107,0.11559544385663244
TJK,2021,4981,4524,29535,6022,35557,0.16936186967404449,0.1331378139373982
TJK,2022,8513,7374,52797,8538,61335,0.13920273905600392,0.11783525046649058
TJK,2023,9299,8130,52858,8737,61595,0.14184592905268284,0.12122806932228325
TJK,2024,9714,8823,58700,10613,69313,0.15311701989525775,0.13499102361168813
TKM,2016,56,44,285,32,317,0.10094637223974763,0.12630226133515607
TKM,2017,810,696,4222,683,4905,0.13924566768603466,0.13948221662688007
TKM,2018,988,876,6288,900,7188,0.12520868113522537,0.13876569582282294
TKM,2019,1284,1056,7642,1220,8862,0.13766644098397654,0.14419209144448672
TKM,2020,1062,924,4895,585,5480,0.10675182481751824,0.09793854717992072
TKM,2021,932,768,4372,471,4843,0.09725376832541813,0.11329593464697713
TKM,2022,1036,850,5057,625,5682,0.1099964801126364,0.10790958127662412
TKM,2023,352,264,1180,171,1351,0.12657290895632864,0.12429655440552921
TKM,2024,280,225,913,117,1030,0.11359223300970873,0.13116473894182873
TLS,2010,253,216,1149,134,1283,0.1044427123928293,0.1251788263328296
TLS,2011,191,180,957,164,1121,0.1462979482604817,0.15282231249143013
TLS,2012,99,92,535,56,591,0.09475465313028765,0.10496428834024742
TLS,2013,210,204,1189,128,1317,0.09719058466211086,0.09582679031208444
TLS,2014,149,142,757,85,842,0.10095011876484561,0.09170571097870187
TLS,2015,191,175,887,117,1004,0.11653386454183266,0.10714970743542171
TLS,2016,163,158,1016,159,1175,0.13531914893617022,0.13342983906554273
TLS,2017,140,130,842,170,1012,0.16798418972332016,0.15182205614897923
TLS,2018,79,78,459,59,518,0.1138996138996139,0.1099365608415382
TLS,2019,121,118,778,95,873,0.10882016036655212,0.09867996530738567
TLS,2020,106,94,595,66,661,0.09984871406959153,0.0918857442793613
TLS,2021,135,130,751,80,831,0.09626955475330927,0.1146017871017871
TLS,2022,97,91,469,66,535,0.1233644859813084,0.13638985090180952
TLS,2023,397,375,2070,355,2425,0.1463917525773196,0.14399267551620493
TLS,2024,985,931,5017,961,5978,0.16075610572097693,0.1700048256928488
TTO,2015,14,14,34,7,41,0.17073170731707318,0.12976190476190477
TTO,2016,341,332,1230,325,1555,0.2090032154340836,0.19914489794007864
TTO,2017,150,144,765,170,935,0.18181818181818182,0.1561568078571755
TTO,2018,66,66,374,62,436,0.14220183486238533,0.11233482426664244
TTO,2019,98,91,350,78,428,0.1822429906542056,0.14702992367827533
TTO,2020,273,223,602,85,687,0.12372634643377002,0.08890223503452203
TTO,2021,276,222,579,93,672,0.13839285714285715,0.09759864252898308
TTO,2022,267,239,837,128,965,0.13264248704663212,0.12090961979256663
TTO,2023,216,195,649,140,789,0.17743979721166034,0.13866911118042338
TTO,2024,320,292,1336,291,1627,0.17885679164105717,0.17109168502953756
TUR,2014,1684,1671,11257,1630,12887,0.12648405369752463,0.11755587319216848
TUR,2015,8964,8903,60834,10766,71600,0.15036312849162012,0.13437381508320548
TUR,2016,11012,10966,75564,12059,87623,0.13762368327950425,0.12625279415157814
TUR,2017,14956,14866,96328,16425,112753,0.1456723989605598,0.12698278015341571
TUR,2018,18980,18752,122277,19058,141335,0.1348427494958786,0.11399559648536046
TUR,2019,18460,18260,124849,19033,143882,0.13228200886837826,0.12027878529839987
TUR,2020,5091,5075,31047,3282,34329,0.09560429957179062,0.07763711389686488
TUR,2021,7065,7049,44314,6558,50872,0.128911778581538,0.12520945539080178
TUR,2022,10737,10710,68210,11721,79931,0.14663897611690083,0.13150941788852855
TUR,2023,8885,8803,56279,9392,65671,0.14301594311035312,0.13332771100659782
TUR,2024,6239,6201,39976,6756,46732,0.14456903192673115,0.1340374529734949
TWN,2007,18,18,64,10,74,0.13513513513513514,0.11155202821869488
TWN,2008,134,132,520,68,588,0.11564625850340136,0.08974590224590225
TWN,2009,48,48,203,33,236,0.13983050847457626,0.10094768170426065
TWN,2010,35,35,200,15,215,0.06976744186046512,0.04510296426262813
TWN,2011,267,267,1344,187,1531,0.12214239059438275,0.10139360529314265
TWN,2012,224,224,1074,135,1209,0.11166253101736973,0.09672751603555174
TWN,2013,243,242,1332,120,1452,0.08264462809917356,0.07774642712659241
TWN,2014,210,210,1160,131,1291,0.10147172734314484,0.0903170489968367
TWN,2015,228,227,1108,142,1250,0.1136,0.09444016580580458
TWN,2016,433,430,2102,552,2654,0.2079879427279578,0.27549242186482087
TWN,2017,954,945,5071,1471,6542,0.22485478446958118,0.2873131324868265
TWN,2018,1128,1113,6651,1746,8397,0.20793140407288319,0.26732922098501843
TWN,2019,1222,1197,7338,1911,9249,0.20661693156016867,0.27797059886537334
TWN,2020,460,429,1970,561,2531,0.22165152113789016,0.357605302752957
TWN,2021,330,301,1293,391,1684,0.2321852731591449,0.41814195017765676
TWN,2022,880,848,4977,1160,6137,0.1890174352289392,0.276768586017445
TWN,2023,1149,1124,7120,2041,9161,0.2227922715860714,0.3064833679603465
TWN,2024,904,885,5504,1187,6691,0.17740248094455238,0.20262103277513188
TZA,2013,1,1,2,0,2,0.0,0.0
TZA,2015,1,1,6,1,7,0.14285714285714285,0.14285714285714285
TZA,2016,73,67,342,41,383,0.10704960835509138,0.13534844094545587
TZA,2017,91,91,463,74,537,0.1378026070763501,0.15583642547928261
TZA,2018,156,152,782,144,926,0.15550755939524838,0.14367123749761845
TZA,2019,230,228,1426,272,1698,0.160188457008245,0.1713518579042247
TZA,2020,127,127,665,118,783,0.15070242656449553,0.16495446746141512
TZA,2021,555,555,3325,732,4057,0.18042888834113877,0.22539270861905134
TZA,2022,368,368,2008,584,2592,0.22530864197530864,0.24400294758224828
TZA,2023,320,317,1906,580,2486,0.2333065164923572,0.25991348299607814
TZA,2024,481,480,4127,805,4932,0.1632197891321979,0.1778574074014318
UGA,2021,101,99,786,157,943,0.1664899257688229,0.16364877696827224
UGA,2022,389,378,2780,685,3465,0.1976911976911977,0.20875112273583943
UGA,2023,208,202,1533,390,1923,0.20280811232449297,0.21634997068800774
UGA,2024,338,330,2196,493,2689,0.1833395314243213,0.200756366458801
UKR,2012,25,16,33,1,34,0.029411764705882353,0.015625
UKR,2013,413,286,1174,105,1279,0.08209538702111024,0.06617678164880962
UKR,2014,385,295,1448,110,1558,0.07060333761232349,0.07367024218719133
UKR,2015,213,179,770,127,897,0.1415830546265329,0.148619089130098
UKR,2016,232,193,818,135,953,0.1416579223504722,0.165417574880351
UKR,2017,195,124,594,114,708,0.16101694915254236,0.14447642016427595
UKR,2018,194,107,613,95,708,0.134180790960452,0.10196916936542715
UKR,2019,1158,1087,6562,1115,7677,0.14523902566106553,0.13007797220630254
UKR,2020,1683,1569,8682,1509,10191,0.14807182808360317,0.13660151963278155
UKR,2021,2577,2471,12444,2854,15298,0.18656033468427247,0.17094081166749964
UKR,2022,6990,6796,28276,4449,32725,0.1359511077158136,0.12874978157257855
UKR,2023,9143,8901,45437,8877,54314,0.16343852413742313,0.14767577543460605
UKR,2024,9237,8993,43605,10524,54129,0.1944244305270742,0.18725147110371657
URY,2000,3,3,8,1,9,0.1111111111111111,0.1111111111111111
URY,2010,105,100,507,60,567,0.10582010582010581,0.10689009846362789
URY,2011,1233,1083,3860,717,4577,0.15665282936421238,0.1394099501847587
URY,2012,2674,2136,7161,1379,8540,0.16147540983606556,0.14774889247404857
URY,2013,3415,2708,9554,1982,11536,0.1718099861303745,0.1550212242858387
URY,2014,2283,1849,7787,1856,9643,0.19247122264855335,0.18032436077151487
URY,2015,3866,3132,13005,3241,16246,0.19949526037178383,0.19753391707229515
URY,2016,4459,3487,15412,4141,19553,0.21178335805247275,0.21356388957690428
URY,2017,3820,3089,12929,3533,16462,0.2146154780707083,0.21171009759854667
URY,2018,2977,2437,10562,2677,13239,0.2022056046529194,0.19393870508703304
URY,2019,2895,2283,10698,2830,13528,0.20919574216439976,0.20028441270447947
URY,2020,1542,1039,4991,1014,6005,0.16885928393005828,0.15454119044019865
URY,2021,1847,1170,5272,1241,6513,0.19054199293720253,0.1934823382299101
URY,2022,1567,1300,6849,1793,8642,0.20747512149965286,0.20434725091830305
URY,2023,1480,1387,7725,2044,9769,0.20923328897533014,0.20343353610257373
URY,2024,1354,1260,7102,2180,9282,0.23486317603964663,0.2345821276574262
USA,2001,112,108,536,37,573,0.06457242582897033,0.05658590380812603
USA,2002,511,490,2227,237,2464,0.09618506493506493,0.0773095438992324
USA,2003,486,471,2219,239,2458,0.09723352318958503,0.08049243455294411
USA,2004,572,548,2503,306,2809,0.10893556425774296,0.09590681818300968
USA,2005,922,898,4156,517,4673,0.11063556601754762,0.09913677327374432
USA,2006,891,878,4098,492,4590,0.10718954248366012,0.09598009962271899
USA,2007,843,825,3663,499,4162,0.11989428159538683,0.10190318198339589
USA,2008,950,934,4033,585,4618,0.1266782156777826,0.10333868827775491
USA,2009,192,192,469,224,693,0.32323232323232326,0.4263260610916861
USA,2010,345,283,1884,511,2395,0.21336116910229644,0.23835227998627775
USA,2011,852,712,4469,1235,5704,0.2165147265077139,0.21822499432056894
USA,2012,501,414,2594,746,3340,0.22335329341317364,0.22799233386140633
