country,year,n_images_all,n_images_people,n_male,n_female,n_people,female_ratio_totals,female_ratio_meanimg,women_parl_pct,women_parl_ratio
MDV,2020,575,575,2780,446,3226,0.1382517048977061,0.1193326700423986,4.59770114942529,0.0459770114942529
MDV,2021,1239,1238,5860,959,6819,0.1406364569584983,0.1371317654163625,4.59770114942529,0.0459770114942529
MDV,2022,1463,1460,7390,1503,8893,0.1690093331834026,0.1578476811517015,4.59770114942529,0.0459770114942529
MDV,2023,1296,1280,5719,1125,6844,0.1643775569842197,0.1503546806879021,4.59770114942529,0.0459770114942529
MDV,2024,2481,2301,9835,2273,12108,0.1877271225635943,0.1707413085519911,3.2258064516129,0.032258064516129
MEX,2015,45,5,29,4,33,0.1212121212121212,0.1238095238095238,42.3694779116466,0.42369477911646597
MEX,2016,12,3,27,6,33,0.1818181818181818,0.5357142857142857,42.4,0.424
MEX,2017,1117,481,2929,563,3492,0.161225658648339,0.1362169604652804,42.6,0.426
MEX,2018,885,327,2116,384,2500,0.1536,0.1426212803635843,48.2,0.48200000000000004
MEX,2019,2408,1712,9599,2084,11683,0.1783788410510998,0.1617350501686114,48.2,0.48200000000000004
MEX,2020,1026,663,3481,706,4187,0.1686171483162168,0.1485554690587751,48.2,0.48200000000000004
MEX,2021,3539,2701,13220,2701,15921,0.1696501476037937,0.1606161688479502,50.0,0.5
MEX,2022,3955,3202,17760,4284,22044,0.1943385955362003,0.1829498267403281,50.0,0.5
MEX,2023,3836,3010,16925,5636,22561,0.2498116218252737,0.2473636526155747,50.0,0.5
MEX,2024,2786,2142,11319,4923,16242,0.3031030661248615,0.3107542600163406,50.2,0.502
MKD,2019,1,1,4,0,4,0.0,0.0,39.1666666666667,0.391666666666667
MKD,2020,152,146,487,118,605,0.1950413223140495,0.1832404717768813,39.1666666666667,0.391666666666667
MKD,2021,334,328,1257,296,1553,0.1905988409529942,0.2091619686548611,41.6666666666667,0.416666666666667
MKD,2022,390,389,1998,545,2543,0.2143138025953598,0.2055408906306365,41.6666666666667,0.416666666666667
MKD,2023,379,375,1964,577,2541,0.2270759543486816,0.2088823694459123,42.5,0.425
MKD,2024,315,312,1204,306,1510,0.2026490066225165,0.1802689224108143,39.1666666666667,0.391666666666667
MNE,2012,3,1,1,2,3,0.6666666666666666,0.6666666666666666,17.2839506172839,0.172839506172839
MNE,2013,3,2,6,4,10,0.4,0.4166666666666666,16.0493827160494,0.160493827160494
MNE,2014,11,11,66,12,78,0.1538461538461538,0.17201047744526,17.2839506172839,0.172839506172839
MNE,2015,10,8,31,10,41,0.2439024390243902,0.3875,17.2839506172839,0.172839506172839
MNE,2016,33,32,189,44,233,0.1888412017167382,0.181094737574517,23.4567901234568,0.23456790123456797
MNE,2017,528,517,3087,811,3898,0.2080554130323242,0.2134995506162303,23.4567901234568,0.23456790123456797
MNE,2018,1138,1122,7400,1934,9334,0.2071994857510178,0.20323271781912,23.4567901234568,0.23456790123456797
MNE,2019,678,637,4114,1249,5363,0.2328920380384113,0.2628805055248246,28.3950617283951,0.283950617283951
MNE,2020,96,64,304,164,468,0.3504273504273504,0.3838782233042585,22.2222222222222,0.222222222222222
MNE,2021,643,571,2540,583,3123,0.1866794748639129,0.1972341198211162,24.6913580246914,0.246913580246914
MNE,2022,348,303,1650,403,2053,0.1962981003409644,0.1904289320052438,27.1604938271605,0.27160493827160503
MNE,2023,364,258,1782,409,2191,0.1866727521679598,0.1863041798122578,20.9876543209877,0.209876543209877
MNE,2024,802,613,3223,878,4101,0.2140941233845403,0.191103787658033,27.1604938271605,0.27160493827160503
MNG,2015,196,3,1,3,4,0.75,0.8333333333333334,14.4736842105263,0.144736842105263
MNG,2021,287,273,1044,223,1267,0.176006314127861,0.1698888070779337,17.1052631578947,0.171052631578947
MNG,2022,298,285,1263,386,1649,0.2340812613705276,0.2264788648540387,17.1052631578947,0.171052631578947
MNG,2023,421,408,2015,705,2720,0.2591911764705882,0.2274376565611655,17.1052631578947,0.171052631578947
MNG,2024,567,543,2655,861,3516,0.2448805460750853,0.2301533784990062,25.3968253968254,0.253968253968254
MOZ,2024,55,45,252,27,279,0.0967741935483871,0.0929970791735497,39.2,0.392
MRT,2019,2,2,3,0,3,0.0,0.0,20.2614379084967,0.202614379084967
MRT,2020,65,64,513,28,541,0.0517560073937153,0.0459457916900351,20.2614379084967,0.202614379084967
MRT,2021,196,190,1288,107,1395,0.0767025089605734,0.0862873456952404,20.2614379084967,0.202614379084967
MRT,2022,415,386,2524,295,2819,0.1046470379567222,0.1085943569789958,20.2614379084967,0.202614379084967
MRT,2023,383,339,2193,202,2395,0.0843423799582463,0.0842578143175419,23.2954545454545,0.232954545454545
MRT,2024,69,67,481,71,552,0.1286231884057971,0.117784998875868,23.2954545454545,0.232954545454545
MYS,2021,1,0,0,0,0,,,14.8648648648649,0.14864864864864902
MYS,2023,5,0,0,0,0,,,13.5135135135135,0.135135135135135
NER,2021,10,10,71,18,89,0.2022471910112359,0.2288636363636363,25.9036144578313,0.259036144578313
NER,2022,10,10,71,9,80,0.1125,0.1384523809523809,25.9036144578313,0.259036144578313
NER,2023,1,1,2,0,2,0.0,0.0,25.9036144578313,0.259036144578313
NER,2024,8,8,56,3,59,0.0508474576271186,0.0351307189542483,25.9036144578313,0.259036144578313
NGA,2022,84,78,296,56,352,0.1590909090909091,0.1237555514704836,3.61111111111111,0.0361111111111111
NGA,2023,196,195,847,183,1030,0.1776699029126213,0.1768245280263928,3.91061452513966,0.0391061452513966
NGA,2024,91,91,351,84,435,0.193103448275862,0.1332331785143679,3.91061452513966,0.0391061452513966
NLD,2011,8,7,29,1,30,0.0333333333333333,0.0714285714285714,40.6666666666667,0.406666666666667
NLD,2012,87,60,264,43,307,0.1400651465798045,0.1344574407074407,38.6666666666667,0.386666666666667
NLD,2013,74,59,204,56,260,0.2153846153846154,0.2444994741604911,38.6666666666667,0.386666666666667
NLD,2014,47,37,188,20,208,0.0961538461538461,0.1324000699000699,38.6666666666667,0.386666666666667
NLD,2015,84,53,166,32,198,0.1616161616161616,0.208775082359988,37.3333333333333,0.373333333333333
NLD,2016,28,21,91,15,106,0.1415094339622641,0.1442336763765335,37.3333333333333,0.373333333333333
NLD,2017,44,31,144,16,160,0.1,0.0763401473078892,36.0,0.36
NLD,2018,41,24,116,34,150,0.2266666666666666,0.2063492063492063,36.0,0.36
NLD,2019,99,87,469,246,715,0.344055944055944,0.3782089614239716,31.3333333333333,0.313333333333333
NLD,2020,98,81,201,70,271,0.2583025830258302,0.4638762351180651,33.3333333333333,0.333333333333333
NLD,2021,322,279,1244,359,1603,0.2239550842170929,0.2544048271989448,39.3333333333333,0.393333333333333
NLD,2022,397,311,1599,586,2185,0.2681922196796338,0.3155723603047227,40.6666666666667,0.406666666666667
NLD,2023,367,276,1131,326,1457,0.2237474262182567,0.3113412168515805,40.0,0.4
NLD,2024,57,45,182,98,280,0.35,0.3813701440172028,38.6666666666667,0.386666666666667
NOR,2021,22,21,78,12,90,0.1333333333333333,0.1609977324263038,44.9704142011834,0.449704142011834
NOR,2022,135,112,422,104,526,0.1977186311787072,0.2258047297866515,44.9704142011834,0.449704142011834
NOR,2023,166,141,648,136,784,0.173469387755102,0.1800624612708797,46.1538461538462,0.461538461538462
NOR,2024,155,144,597,156,753,0.2071713147410358,0.1787752559319574,44.3786982248521,0.44378698224852103
NPL,2016,17,7,31,1,32,0.03125,0.0357142857142857,29.5798319327731,0.295798319327731
NPL,2017,129,63,443,85,528,0.1609848484848484,0.1669838065922561,29.5798319327731,0.295798319327731
NPL,2018,16,2,3,1,4,0.25,0.25,32.7272727272727,0.327272727272727
NPL,2019,5,3,10,0,10,0.0,0.0,32.7272727272727,0.327272727272727
NPL,2020,3,1,2,0,2,0.0,0.0,32.7272727272727,0.327272727272727
NPL,2024,1,1,7,3,10,0.3,0.3,33.0882352941176,0.330882352941176
NZL,2002,1,1,1,1,2,0.5,0.5,29.1666666666667,0.291666666666667
NZL,2004,9,9,31,2,33,0.0606060606060606,0.1333333333333333,28.3333333333333,0.283333333333333
NZL,2005,6,5,20,4,24,0.1666666666666666,0.1666666666666666,32.2314049586777,0.322314049586777
NZL,2006,40,37,106,17,123,0.1382113821138211,0.1862934362934363,32.2314049586777,0.322314049586777
NZL,2007,69,59,203,47,250,0.188,0.1944530046224961,33.0578512396694,0.33057851239669395
NZL,2008,77,34,96,13,109,0.1192660550458715,0.0812643239113827,33.6065573770492,0.336065573770492
NZL,2009,17,10,49,3,52,0.0576923076923076,0.0388034188034188,33.6065573770492,0.336065573770492
NZL,2010,27,21,90,13,103,0.1262135922330097,0.1405488691202977,33.6065573770492,0.336065573770492
NZL,2011,11,7,18,5,23,0.217391304347826,0.129251700680272,32.2314049586777,0.322314049586777
NZL,2012,29,19,75,11,86,0.127906976744186,0.0976399331662489,32.2314049586777,0.322314049586777
NZL,2013,48,24,80,15,95,0.1578947368421052,0.1221230158730158,32.2314049586777,0.322314049586777
NZL,2014,40,21,43,11,54,0.2037037037037037,0.1801587301587301,29.7520661157025,0.297520661157025
NZL,2015,87,43,105,42,147,0.2857142857142857,0.3197212993724622,31.404958677686,0.31404958677686
NZL,2016,21,13,33,4,37,0.1081081081081081,0.1181318681318681,31.404958677686,0.31404958677686
NZL,2017,22,17,67,21,88,0.2386363636363636,0.2703135100193923,38.3333333333333,0.383333333333333
NZL,2018,13,9,50,6,56,0.1071428571428571,0.2629629629629629,38.3333333333333,0.383333333333333
NZL,2019,16,11,39,21,60,0.35,0.402950558213716,40.8333333333333,0.408333333333333
NZL,2020,4,2,5,5,10,0.5,0.6875,48.3333333333333,0.483333333333333
NZL,2021,1,1,0,1,1,1.0,1.0,49.1666666666667,0.491666666666667
NZL,2022,4,4,14,12,26,0.4615384615384615,0.6428571428571428,50.4201680672269,0.504201680672269
NZL,2023,2,2,9,4,13,0.3076923076923077,0.2916666666666666,44.2622950819672,0.442622950819672
NZL,2024,6,4,21,2,23,0.0869565217391304,0.0852272727272727,45.5284552845528,0.455284552845528
OMN,2020,12,6,15,2,17,0.1176470588235294,0.125,2.32558139534884,0.0232558139534884
OMN,2021,257,250,959,258,1217,0.2119967132292522,0.1610545332720255,2.32558139534884,0.0232558139534884
OMN,2022,491,482,2710,434,3144,0.1380407124681933,0.1297687660064802,2.32558139534884,0.0232558139534884
OMN,2023,1054,1025,5556,873,6429,0.1357909472701819,0.1160652900004255,0.0,0.0
OMN,2024,812,777,4562,866,5428,0.1595431098010316,0.1398678032956928,0.0,0.0
PAK,2023,4,4,8,1,9,0.1111111111111111,0.0833333333333333,20.4678362573099,0.20467836257309902
PAK,2024,7,7,74,6,80,0.075,0.0654761904761904,17.0418006430868,0.170418006430868
PAN,2010,193,185,1058,176,1234,0.1426256077795786,0.1287171640267615,8.45070422535211,0.0845070422535211
PAN,2011,434,363,1950,436,2386,0.1827326068734283,0.1519417841206726,8.45070422535211,0.0845070422535211
PAN,2012,719,690,3476,831,4307,0.1929417227768748,0.1820682401313462,8.45070422535211,0.0845070422535211
PAN,2013,699,633,3174,885,4059,0.2180339985218034,0.2097817727699678,8.45070422535211,0.0845070422535211
PAN,2014,644,582,2876,1029,3905,0.2635083226632522,0.2848236991279009,19.2982456140351,0.192982456140351
PAN,2015,726,667,3457,1443,4900,0.2944897959183673,0.3235286007515754,18.3098591549296,0.183098591549296
PAN,2016,993,873,4608,1683,6291,0.2675250357653791,0.3072745933566292,18.3098591549296,0.183098591549296
PAN,2017,846,733,4066,1775,5841,0.3038863208354734,0.3440243136180191,18.3098591549296,0.183098591549296
PAN,2018,751,720,3951,1995,5946,0.3355196770938446,0.3652837115325071,18.3098591549296,0.183098591549296
PAN,2019,798,782,4938,2372,7310,0.3244870041039672,0.3320991785727488,21.1267605633803,0.211267605633803
PAN,2020,1040,913,4405,2145,6550,0.3274809160305343,0.3226317739138322,22.5352112676056,0.225352112676056
PAN,2021,1290,1156,4952,2351,7303,0.3219224976037245,0.4199839719757562,22.5352112676056,0.225352112676056
PAN,2022,2247,2026,9025,4981,14006,0.3556333000142796,0.4125025754844634,22.5352112676056,0.225352112676056
PAN,2023,3401,3195,15553,8515,24068,0.3537892637527007,0.3818332675786891,22.5352112676056,0.225352112676056
PAN,2024,3013,2875,14889,7762,22651,0.3426780274601563,0.3387733045548613,21.4285714285714,0.214285714285714
PER,2017,1,0,0,0,0,,,27.6923076923077,0.276923076923077
PER,2018,1475,1298,8725,3111,11836,0.2628421764109496,0.2605309610318658,27.6923076923077,0.276923076923077
PER,2019,2367,2159,13628,5125,18753,0.2732896069962139,0.2641733749252823,30.0,0.3
PER,2020,775,480,2733,842,3575,0.2355244755244755,0.2169253365239029,26.1538461538462,0.261538461538462
PER,2021,1919,1454,7198,1749,8947,0.1954845199508215,0.1888711797811245,40.0,0.4
PER,2022,5077,4559,24255,8421,32676,0.2577120822622108,0.263303854843229,40.0,0.4
PER,2023,9658,8865,51004,20053,71057,0.2822100567150316,0.2902365133813291,38.7596899224806,0.38759689922480595
PER,2024,13409,12600,69522,29115,98637,0.2951732108640774,0.2996705974426678,38.4615384615385,0.384615384615385
PHL,1950,1,1,4,6,10,0.6,0.6,,
PHL,2000,1,1,3,0,3,0.0,0.0,11.2612612612613,0.112612612612613
PHL,2002,3,3,16,2,18,0.1111111111111111,0.0846560846560846,17.7570093457944,0.177570093457944
PHL,2013,482,471,5197,1716,6913,0.2482279762765803,0.2503648724866274,27.3356401384083,0.273356401384083
PHL,2014,1162,1123,12796,4376,17172,0.2548334498020033,0.2645530038011304,27.3356401384083,0.273356401384083
PHL,2015,756,734,7862,2814,10676,0.263581865867366,0.2589780654717016,27.2413793103448,0.272413793103448
PHL,2016,1132,1097,11453,4839,16292,0.2970169408298551,0.2750187298817597,29.7945205479452,0.297945205479452
PHL,2017,1438,1400,10012,4000,14012,0.2854695974878675,0.2714654993968748,29.4520547945205,0.294520547945205
PHL,2018,2278,2223,15004,6146,21150,0.2905910165484633,0.2717534014144319,29.4520547945205,0.294520547945205
PHL,2019,2405,2307,15875,7118,22993,0.3095724785804375,0.2991295895336092,27.9605263157895,0.279605263157895
PHL,2020,1651,1478,8400,3039,11439,0.2656700760555993,0.2279716956376078,27.9605263157895,0.279605263157895
PHL,2021,1214,947,4342,1108,5450,0.2033027522935779,0.1420432489298282,27.9605263157895,0.279605263157895
PHL,2022,1300,1155,7564,2422,9986,0.2425395553775285,0.222653837984971,27.3311897106109,0.273311897106109
PHL,2023,2096,2002,13480,4791,18271,0.2622188167040665,0.2433525359019721,27.3311897106109,0.273311897106109
PHL,2024,1677,1624,9338,2415,11753,0.2054794520547945,0.184053916727286,27.3311897106109,0.273311897106109
POL,2001,1,1,2,0,2,0.0,0.0,20.2173913043478,0.20217391304347798
POL,2018,7,7,27,10,37,0.2702702702702703,0.1345238095238095,28.0434782608696,0.280434782608696
POL,2019,297,281,1875,383,2258,0.1696191319751993,0.1295401348238371,28.695652173913,0.28695652173913
POL,2020,546,504,2103,228,2331,0.0978120978120978,0.0832372398934214,28.695652173913,0.28695652173913
POL,2021,1848,1760,8537,1368,9905,0.1381120646138314,0.1066135340772691,28.322440087146,0.28322440087146
POL,2022,2497,2432,13970,2702,16672,0.1620681381957773,0.1367189559276521,28.2608695652174,0.282608695652174
POL,2023,1552,1512,9352,2009,11361,0.1768330252618607,0.1429654470500679,29.3478260869565,0.29347826086956497
POL,2024,1283,1264,7223,1897,9120,0.2080043859649122,0.1808742855182253,29.5652173913043,0.295652173913043
PRK,2017,722,544,2917,209,3126,0.0668586052463211,0.0638896256724998,16.3027656477438,0.163027656477438
PRK,2018,1565,1287,7255,927,8182,0.1132974822781716,0.1067060887278724,16.3027656477438,0.163027656477438
PRK,2019,619,554,2967,409,3376,0.121149289099526,0.1151814691525882,17.6128093158661,0.17612809315866101
PRT,2016,4,4,12,1,13,0.0769230769230769,0.03125,34.7826086956522,0.347826086956522
PRT,2017,5,5,13,0,13,0.0,0.0,34.7826086956522,0.347826086956522
PRT,2021,137,133,559,76,635,0.1196850393700787,0.1259910730333109,40.0,0.4
PRT,2022,190,174,903,197,1100,0.179090909090909,0.2245423301812754,36.9565217391304,0.369565217391304
PRT,2023,195,167,966,209,1175,0.1778723404255319,0.1777105937848049,36.0869565217391,0.360869565217391
PRT,2024,134,118,672,136,808,0.1683168316831683,0.1470980187745652,32.6086956521739,0.326086956521739
PRY,2019,283,256,1503,556,2059,0.270033997085964,0.2692071545827401,15.0,0.15
PRY,2020,635,544,2474,552,3026,0.1824190350297422,0.1906820898324039,16.25,0.1625
PRY,2021,135,121,631,173,804,0.2151741293532338,0.1993406641191483,16.25,0.1625
PRY,2022,594,552,3159,1137,4296,0.2646648044692737,0.2611267666554728,17.5,0.175
PRY,2023,103,97,559,181,740,0.2445945945945946,0.2353804784596173,22.5,0.225
PSE,2019,115,115,358,37,395,0.0936708860759493,0.0689281732759993,,
PSE,2020,4,3,4,0,4,0.0,0.0,,
PSE,2021,5,5,6,0,6,0.0,0.0,,
PSE,2022,3,3,4,0,4,0.0,0.0,,
PSE,2023,14,11,77,11,88,0.125,0.1127715718624809,,
PSE,2024,80,39,137,49,186,0.2634408602150537,0.3293373293373293,,
QAT,2012,1,1,2,0,2,0.0,0.0,0.0,0.0
QAT,2013,1,1,1,0,1,0.0,0.0,0.0,0.0
QAT,2014,54,51,134,17,151,0.1125827814569536,0.1281629318394024,0.0,0.0
QAT,2015,147,127,246,32,278,0.1151079136690647,0.1162948381452318,0.0,0.0
QAT,2016,116,92,292,45,337,0.1335311572700296,0.14173685613903,0.0,0.0
QAT,2017,567,544,1722,285,2007,0.1420029895366218,0.1100180238378806,9.75609756097561,0.0975609756097561
QAT,2018,711,686,2346,382,2728,0.1400293255131964,0.1334245081386043,9.75609756097561,0.0975609756097561
QAT,2019,789,764,2860,509,3369,0.1510834075393291,0.1373070755765611,9.75609756097561,0.0975609756097561
QAT,2020,610,586,2058,409,2467,0.1657884069720308,0.1672155312790543,9.75609756097561,0.0975609756097561
QAT,2021,1044,1024,3139,666,3805,0.1750328515111695,0.1685213066627993,4.44444444444444,0.044444444444444405
QAT,2022,1111,1104,4493,908,5401,0.1681170153675245,0.1901009814541319,4.44444444444444,0.044444444444444405
QAT,2023,1345,1324,4927,1199,6126,0.1957231472412667,0.1961164206980645,4.44444444444444,0.044444444444444405
QAT,2024,1238,1214,4908,1384,6292,0.2199618563254927,0.2441711194117172,4.44444444444444,0.044444444444444405
ROU,2012,365,362,1591,123,1714,0.0717619603267211,0.0547330339558971,13.3495145631068,0.13349514563106799
ROU,2013,1265,1238,6696,713,7409,0.0962343096234309,0.0748556005660431,13.3495145631068,0.13349514563106799
ROU,2014,2594,2580,14828,1894,16722,0.1132639636407128,0.0947930671050136,13.5135135135135,0.135135135135135
ROU,2015,1410,1393,7073,906,7979,0.1135480636671262,0.106197642227054,13.715710723192,0.13715710723192
ROU,2016,336,249,1271,183,1454,0.1258596973865199,0.1105057507786069,13.715710723192,0.13715710723192
ROU,2017,245,167,964,98,1062,0.0922787193973634,0.0782105452764135,20.6686930091185,0.206686930091185
ROU,2018,314,254,1040,328,1368,0.239766081871345,0.3430952881178071,20.6686930091185,0.206686930091185
ROU,2019,279,217,1076,256,1332,0.1921921921921922,0.2871907063211938,21.8844984802432,0.21884498480243197
ROU,2020,358,298,1313,106,1419,0.0747004933051444,0.0659151810158521,21.8844984802432,0.21884498480243197
ROU,2021,269,230,781,78,859,0.0908032596041909,0.0636226784724227,18.5410334346505,0.185410334346505
ROU,2022,574,465,2502,285,2787,0.1022604951560818,0.0911566388843428,19.0909090909091,0.190909090909091
ROU,2023,410,336,1787,267,2054,0.1299902629016553,0.1140359305143969,19.0909090909091,0.190909090909091
ROU,2024,422,306,1620,310,1930,0.160621761658031,0.1418364613873932,19.2073170731707,0.192073170731707
RUS,1999,9,9,26,1,27,0.037037037037037,0.037037037037037,10.2222222222222,0.102222222222222
RUS,2000,767,764,4588,230,4818,0.0477376504773765,0.0393037643028018,7.70975056689342,0.0770975056689342
RUS,2001,716,714,4105,172,4277,0.0402151040448912,0.0360296180952384,7.57238307349666,0.0757238307349666
RUS,2002,712,711,3644,200,3844,0.0520291363163371,0.0379825686663611,7.57238307349666,0.0757238307349666
RUS,2003,959,952,4864,342,5206,0.0656934306569343,0.0468720599162539,7.57238307349666,0.0757238307349666
RUS,2004,725,723,3563,224,3787,0.0591497227356746,0.0385249868574958,9.84340044742729,0.0984340044742729
RUS,2005,667,664,3391,202,3593,0.0562204286111884,0.0462423189326807,9.84340044742729,0.0984340044742729
RUS,2006,625,623,3273,166,3439,0.0482698458854318,0.0472358392935441,9.84340044742729,0.0984340044742729
RUS,2007,772,769,4239,307,4546,0.0675318961724593,0.0588527309402395,14.0,0.14
RUS,2008,947,946,4576,276,4852,0.0568837592745259,0.0517184169719449,14.0,0.14
RUS,2009,1180,1176,5921,446,6367,0.0700486885503376,0.0553888429413373,14.0,0.14
RUS,2010,2118,2109,11638,1040,12678,0.0820318662249566,0.0706654328689536,14.0,0.14
RUS,2011,2146,2138,11443,1387,12830,0.1081060015588464,0.083574640027776,13.5555555555556,0.13555555555555598
RUS,2012,1979,1961,10925,942,11867,0.0793797927024521,0.0732360431347509,13.5555555555556,0.13555555555555598
RUS,2013,2773,2722,14921,1360,16281,0.0835329525213438,0.0673871112128322,13.5555555555556,0.13555555555555598
RUS,2014,2857,2818,17044,1900,18944,0.1002956081081081,0.0849659464181876,13.5555555555556,0.13555555555555598
RUS,2015,2562,2529,14729,1701,16430,0.1035301278149726,0.0814326295713579,13.5555555555556,0.13555555555555598
RUS,2016,2672,2644,15570,1456,17026,0.0855162692352872,0.0734269330786939,12.6666666666667,0.126666666666667
RUS,2017,3744,3711,22348,2649,24997,0.1059727167260071,0.0861096559920853,15.7777777777778,0.157777777777778
RUS,2018,3908,3834,24077,3022,27099,0.1115170301487139,0.093724708015668,15.7777777777778,0.157777777777778
RUS,2019,4129,4058,24907,2853,27760,0.1027737752161383,0.0922744887999497,15.7777777777778,0.157777777777778
RUS,2020,1577,1513,6774,878,7652,0.1147412441191845,0.0783320582700827,15.7777777777778,0.157777777777778
RUS,2021,1647,1596,6035,760,6795,0.1118469462840323,0.078370258421113,16.2222222222222,0.162222222222222
RUS,2022,1798,1766,6547,867,7414,0.1169409225789047,0.0803507773687963,16.2222222222222,0.162222222222222
RUS,2023,3126,3086,13649,1541,15190,0.1014483212639894,0.0757380845199988,16.4444444444445,0.164444444444445
RUS,2024,3840,3787,18777,2313,21090,0.1096728307254623,0.0851851988172783,16.4444444444444,0.164444444444444
RWA,2017,47,46,338,52,390,0.1333333333333333,0.1237382662094938,61.25,0.6125
RWA,2018,35,35,262,47,309,0.1521035598705501,0.1354032475461047,61.25,0.6125
RWA,2019,128,127,1243,126,1369,0.0920379839298758,0.096720255443465,61.25,0.6125
RWA,2020,39,38,194,16,210,0.0761904761904762,0.0579061289587605,61.25,0.6125
RWA,2021,141,91,318,36,354,0.1016949152542373,0.0824027163312877,61.25,0.6125
RWA,2022,179,168,864,152,1016,0.1496062992125984,0.1376010666555502,61.25,0.6125
RWA,2023,151,132,766,110,876,0.1255707762557077,0.1165870995346086,61.25,0.6125
RWA,2024,82,81,424,79,503,0.1570576540755467,0.0977298170504972,63.75,0.6375
SAU,2023,11,11,62,3,65,0.0461538461538461,0.0612373737373737,19.8675496688742,0.19867549668874201
SAU,2024,18,18,108,17,125,0.136,0.1262125220458553,19.8675496688742,0.19867549668874201
SGP,2007,2,2,4,2,6,0.3333333333333333,0.25,24.468085106383,0.24468085106383
SGP,2008,5,5,16,5,21,0.238095238095238,0.1416666666666666,24.468085106383,0.24468085106383
SGP,2009,19,18,84,7,91,0.0769230769230769,0.0957491582491582,23.4042553191489,0.23404255319148898
SGP,2010,5,5,13,1,14,0.0714285714285714,0.04,23.4042553191489,0.23404255319148898
SGP,2011,53,46,189,24,213,0.1126760563380281,0.1006715506715506,22.2222222222222,0.222222222222222
SGP,2012,128,126,499,68,567,0.1199294532627865,0.0960180770278085,24.2424242424242,0.242424242424242
SGP,2013,171,152,533,65,598,0.108695652173913,0.1000889096283833,24.2424242424242,0.242424242424242
SGP,2014,126,126,435,40,475,0.0842105263157894,0.062186343068696,25.2525252525253,0.252525252525253
SGP,2015,179,178,698,89,787,0.1130876747141041,0.0899351969907158,23.9130434782609,0.23913043478260898
SGP,2016,253,251,911,126,1037,0.1215043394406943,0.104834640790816,23.7623762376238,0.237623762376238
SGP,2017,241,240,1068,164,1232,0.1331168831168831,0.1121269907124329,23.0,0.23
SGP,2018,278,274,1284,209,1493,0.1399866041527126,0.137336241646283,23.0,0.23
SGP,2019,334,333,1465,290,1755,0.1652421652421652,0.1625816866524492,23.0,0.23
SGP,2020,118,115,423,82,505,0.1623762376237623,0.1567185712837886,29.4736842105263,0.294736842105263
SGP,2021,318,307,832,171,1003,0.1704885343968095,0.1896768509002653,29.8076923076923,0.298076923076923
SGP,2022,436,434,1753,420,2173,0.1932811780947998,0.1842327963644669,29.126213592233,0.29126213592233
SGP,2023,433,427,2031,459,2490,0.1843373493975903,0.1872974294010218,29.126213592233,0.29126213592233
SGP,2024,266,266,1232,295,1527,0.1931892599869024,0.1673103052700459,29.2929292929293,0.29292929292929304
SLE,2022,79,74,603,89,692,0.1286127167630057,0.1343249501337736,12.3287671232877,0.123287671232877
SLE,2023,280,276,1932,402,2334,0.1722365038560411,0.1559926862725786,28.1879194630873,0.281879194630873
SLE,2024,363,361,2208,507,2715,0.1867403314917127,0.1644525574539307,29.5302013422819,0.295302013422819
SLV,2019,90,90,523,180,703,0.2560455192034139,0.2583780932266259,30.952380952381,0.30952380952381
SLV,2020,53,52,250,115,365,0.3150684931506849,0.3666007763603917,33.3333333333333,0.333333333333333
SLV,2021,2732,2509,9123,4583,13706,0.3343791040420253,0.3855600233999147,27.3809523809524,0.273809523809524
SLV,2022,5748,5404,24255,13290,37545,0.3539752297243308,0.4172819842078079,27.3809523809524,0.273809523809524
SLV,2023,7416,6980,33769,20042,53811,0.3724517292003493,0.4151108451906992,27.3809523809524,0.273809523809524
SLV,2024,6026,5598,26198,15592,41790,0.3731036133046183,0.4032593092811359,31.6666666666667,0.316666666666667
SOM,2015,1,0,0,0,0,,,13.8181818181818,0.13818181818181802
SOM,2024,881,845,4565,561,5126,0.1094420600858369,0.1157240624760364,19.6363636363636,0.19636363636363602
SRB,2004,313,306,1307,57,1364,0.0417888563049853,0.0276524310838036,12.0,0.12
SRB,2005,387,374,1923,102,2025,0.0503703703703703,0.0345595692186601,12.0,0.12
SRB,2006,402,391,1896,118,2014,0.0585898709036742,0.0457232203715579,12.0,0.12
SRB,2007,282,277,1372,136,1508,0.0901856763925729,0.0695811738814499,20.4,0.204
SRB,2008,245,235,685,57,742,0.0768194070080862,0.0330150658686328,21.6,0.21600000000000003
SRB,2009,315,309,1252,143,1395,0.1025089605734767,0.0666254233001805,21.6,0.21600000000000003
SRB,2010,328,318,1218,106,1324,0.080060422960725,0.0485875461735617,21.6,0.21600000000000003
SRB,2011,304,297,1009,122,1131,0.1078691423519009,0.0617806996594875,22.0,0.22
SRB,2012,435,422,1461,127,1588,0.0799748110831234,0.0578463466496641,33.2,0.332
SRB,2013,775,763,2956,329,3285,0.100152207001522,0.0710405164329201,33.2,0.332
SRB,2014,751,721,2840,270,3110,0.0868167202572347,0.0649678353855451,34.0,0.34
SRB,2015,1072,1045,3872,513,4385,0.1169897377423033,0.0778532247375478,34.0,0.34
SRB,2016,1078,1055,3917,545,4462,0.1221425369789332,0.0857222931280566,34.0,0.34
SRB,2017,951,930,3423,546,3969,0.1375661375661375,0.1422388137022861,34.4,0.344
SRB,2018,1020,998,4249,882,5131,0.1718963165075034,0.1886928988364056,34.4,0.344
